Gene,TCGA-C8-A8HP-01A-11R-A36F-07,TCGA-E9-A5FL-01A-11R-A27Q-07,TCGA-BH-A0WA-01A-11R-A109-07,TCGA-AR-A5QQ-01A-11R-A28M-07,TCGA-A2-A4S1-01A-21R-A266-07,TCGA-AR-A2LR-01A-12R-A18M-07,TCGA-A7-A26G-01A-21R-A169-07,TCGA-BH-A0DL-11A-13R-A115-07,TCGA-BH-A0DL-01A-11R-A115-07,MAX,AVG,MED,MIN
ECEL1,164.6666,28.4238,164.1984,4.9677,0.8508,438.4208,4.6545,12.6024,14.2063,438.4208,92.55458889,14.2063,0.8508
GSTO1,904.147,3301.0336,1005.0311,2937.4069,1955.2455,860.3341,929.2603,954.3163,1010.1915,3301.0336,1539.662922,1005.0311,860.3341
HOMER1,218.7453,107.8811,175.8291,169.8957,113.1626,527.7557,378.1109,204.7889,458.3076,527.7557,261.6085444,204.7889,107.8811
ADAMTS4,752.2406,839.1473,1128.8641,1285.6433,458.6063,1402.1698,830.1465,153.7492,374.9228,1402.1698,802.8322111,830.1465,153.7492
GAL3ST1,3.0381,7.7519,24.9718,0.9935,3.4034,5.8262,1.0952,10.397,0,24.9718,6.386344444,3.4034,0
TECR,1012.912,4015.5039,1058.3956,2210.1341,1966.3065,1368.6692,4006.99,1096.4083,2240.5806,4015.5039,2108.433356,1966.3065,1012.912
H2AFY,5680.5043,4302.8747,3354.7584,6528.455,4220.3012,6982.6938,2338.0396,2399.414,6162.0908,6982.6938,4663.236867,4302.8747,2338.0396
NCOR1,824.5481,609.1731,2002.1944,710.8793,647.4943,3412.6909,2311.6513,3307.8135,1464.1754,3412.6909,1698.957811,1464.1754,609.1731
NCOR2,3165.1223,2733.8501,4027.3082,3542.4739,2746.5328,5121.7067,2271.4034,3470.3844,2654.7251,5121.7067,3303.722989,3165.1223,2271.4034
MTRF1,148.8683,220.2842,100.9136,115.2509,94.444,97.5887,82.9599,125.3938,71.0315,220.2842,117.4149889,100.9136,71.0315
TCL1B,3.6458,14.2119,0.3421,5.1068,0,0,0.4134,0,0.3088,14.2119,2.669866667,0.3421,0
DEPDC5,233.3283,158.2687,386.8925,221.0631,171.0202,510.2772,268.5929,291.1153,360.7165,510.2772,289.0305222,268.5929,158.2687
ULK2,266.1401,264.8579,362.9469,203.1793,176.1252,1322.5452,510.9015,757.0888,295.8616,1322.5452,462.1829444,295.8616,176.1252
USP6NL,507.9751,318.4755,972.8756,202.6826,190.5896,1168.1511,1255.3501,672.6528,673.5639,1255.3501,662.4795889,672.6528,190.5896
ZNF646,744.3415,940.5685,778.9162,345.2558,621.118,535.0385,381.3965,591.3674,543.5454,940.5685,609.0608667,591.3674,345.2558
PTDSS1,1308.8258,4837.8553,4203.1374,2459.5132,2560.1974,3759.3492,4936.524,1595.7782,2692.0939,4936.524,3150.363822,2692.0939,1308.8258
DAZAP2,4772.2923,3832.0413,3837.7959,5091.5698,3316.6,2095.4864,5361.7277,6360.1134,4793.6998,6360.1134,4384.591844,4772.2923,2095.4864
GIT2,1221.3277,839.7933,1002.6366,1033.7804,1050.7275,647.1926,1749.0025,1698.7366,1093.8604,1749.0025,1148.561956,1050.7275,647.1926
KEAP1,1021.4188,2212.5323,875.3828,1595.6284,2205.3944,1400.2277,1148.8439,1293.0057,2018.8388,2212.5323,1530.141422,1400.2277,875.3828
EPM2AIP1,605.1952,928.2946,902.0651,395.4297,496.8944,831.2031,965.675,1386.8935,564.546,1386.8935,786.2440667,831.2031,395.4297
KIAA0319,1.8229,66.5375,4.105,0.9935,4.2542,76.226,9.5828,4.0958,2.7795,76.226,18.93302222,4.105,0.9935
TLK1,1136.2601,1158.2687,1600.2504,646.7958,815.9619,830.2321,1971.5979,1630.7498,1286.2878,1971.5979,1230.711611,1158.2687,646.7958
DDX46,1373.2341,463.8243,1417.2376,1280.6756,1021.0159,3050.0106,1687.9462,1587.5866,1613.6504,3050.0106,1499.464589,1417.2376,463.8243
ZBTB39,191.4021,122.093,258.2704,105.3154,76.5762,494.2551,308.2932,373.0309,253.8604,494.2551,242.5663,253.8604,76.5762
OSBPL2,1791.2806,1231.9121,1349.5057,781.4208,1087.3819,1055.997,1284.6462,1082.5457,1956.1458,1956.1458,1291.203978,1231.9121,781.4208
OXSR1,732.7966,691.2145,1496.9422,1366.617,785.3314,1255.544,1397.9973,1312.5394,1062.0754,1496.9422,1122.339756,1255.544,691.2145
GFPT2,329.9408,731.2661,326.3444,856.4332,642.3892,639.9099,790.9938,413.0435,202.2854,856.4332,548.0673667,639.9099,202.2854
CLEC2B,246.0884,837.8553,146.4103,755.0919,821.067,142.2561,234.3685,477.9458,984.5584,984.5584,516.1824111,477.9458,142.2561
AKT3,188.364,417.3127,347.8954,337.8043,182.932,282.5702,925.9747,1529.6156,156.5781,1529.6156,485.4496667,337.8043,156.5781
ABI1,1455.4458,1130.8075,2075.6561,1421.2618,907.0961,1691.9985,2959.3189,1587.196,1803.181,2959.3189,1670.217967,1587.196,907.0961
BCL2L10,1.2153,303.6176,3.0787,17.8838,10.2102,4.3696,6.8449,9.4518,78.7523,303.6176,48.38046667,9.4518,1.2153
PARP2,423.5151,419.8966,412.8906,560.8544,380.3284,335.0059,340.3272,424.7007,632.4892,632.4892,436.6675667,419.8966,335.0059
PARP3,517.0895,310.7235,433.0733,761.0532,581.9791,254.4103,359.4928,725.2678,310.9944,761.0532,472.6759889,433.0733,254.4103
TOM1,1370.8036,1082.6873,1235.5931,1396.92,2050.5403,686.0339,576.6123,898.2357,1723.5948,2050.5403,1224.557889,1235.5931,576.6123
SGK2,6.0763,42.6357,8.4699,0.9935,0.8508,12.6234,3.5593,120.6679,1.2353,120.6679,21.90134444,6.0763,0.8508
ACTR1A,2866.1704,3854.0052,2157.8409,3001.4903,4786.0121,1502.186,1672.6137,2457.4669,2283.1995,4786.0121,2731.220556,2457.4669,1502.186
RBM6,1599.8785,883.0749,1160.3355,1043.6811,1838.6795,1348.933,1138.5245,2203.6263,1101.9981,2203.6263,1368.747933,1160.3355,883.0749
NME6,262.4943,273.2558,213.1159,347.7397,139.5388,159.2492,197.9538,174.2281,180.3582,347.7397,216.4370889,197.9538,139.5388
STX6,1312.9819,2791.5956,1776.6953,1942.161,947.8006,1982.5845,2288.7346,1211.9723,4303.9314,4303.9314,2062.0508,1942.161,947.8006
DENND4A,175.4884,116.2791,267.4245,280.1788,244.193,448.1311,1151.705,847.0164,725.9543,1151.705,472.9300667,280.1788,116.2791
STUB1,3290.2203,3596.9444,772.0952,2481.6841,5803.0545,603.6079,392.3483,974.4329,1410.6084,5803.0545,2147.221778,1410.6084,392.3483
LANCL1,711.5297,375.323,1182.5707,1231.4953,765.7619,1296.3273,2437.597,2217.0762,1205.3737,2437.597,1269.228311,1205.3737,375.323
IKZF1,443.5668,154.3928,253.1392,560.3577,264.6133,277.2295,794.0055,503.7807,584.0025,794.0055,426.1208889,443.5668,154.3928
CRISP3,50.4329,22.6098,4669.7346,0,0,0,1.9166,2.8355,3.3972,4669.7346,527.8807333,2.8355,0
CNPY2,1680.0851,1930.8786,1276.3006,2023.3482,1974.8149,1584.7237,855.3356,1048.5192,1166.4608,2023.3482,1504.4963,1584.7237,855.3356
TFG,4684.7942,4144.0568,3185.4493,3502.7322,3593.1252,1495.8743,4143.8875,1682.1046,3024.3978,4684.7942,3272.935767,3502.7322,1495.8743
WARS2,284.3688,299.0956,410.496,270.2434,239.9387,573.8797,459.7018,506.9313,459.2341,573.8797,389.3210444,410.496,239.9387
NPM2,2.4305,20.6718,4.105,14.4064,7.6576,45.6385,6.5711,33.7114,0.6177,45.6385,15.09,7.6576,0.6177
TUBA1B,19257.135,28993.5788,24298.2117,45751.6046,21184.8549,28762.1919,14046.6478,9902.4449,17680.2625,45751.6046,23319.65912,21184.8549,9902.4449
TUBB3,15051.7454,6326.9767,3318.8605,4830.621,944.3631,1208.6189,699.319,126.339,536.7511,15051.7454,3671.510522,1208.6189,126.339
TUBB4B,9301.5221,18271.9638,3853.8737,16087.4317,5269.2929,5107.6267,1593.487,2666.0365,6406.1149,18271.9638,7617.483256,5269.2929,1593.487
PIAS3,749.8101,1030.3618,1310.8507,1063.0899,970.816,4049.6877,783.3275,1143.3522,2058.0605,4049.6877,1462.150711,1063.0899,749.8101
NSA2,981.3155,1631.7829,487.464,1865.3751,1363.0562,1321.0886,1221.3995,1588.8469,1071.3403,1865.3751,1281.296556,1321.0886,487.464
PGRMC2,960.0486,1160.8527,1385.4241,1309.9851,2234.3232,1395.8581,2493.1774,2101.7643,2105.3119,2493.1774,1682.971711,1395.8581,960.0486
CAP2,274.6468,107.8811,1211.3054,277.695,202.5015,875.8706,195.4896,561.1216,50.9574,1211.3054,417.4965556,274.6468,50.9574
UNC13B,547.4708,366.2791,1014.6094,413.8102,610.9079,651.5623,1048.9087,1450.2205,580.2965,1450.2205,742.6739333,610.9079,366.2791
SEMA3C,818.4718,1411.4987,1517.467,4600.5961,1711.9033,3458.8149,2957.5337,7542.8481,2712.7857,7542.8481,2970.213256,2712.7857,818.4718
CXCL13,588.1817,39.4057,329.7652,1621.4605,1.7017,87.8784,623.1574,46.9439,882.6436,1621.4605,469.0153444,329.7652,1.7017
ARFGEF1,1126.5381,1281.6537,3421.8266,1202.6826,955.5007,1626.0314,4675.3674,1921.2728,3556.5812,4675.3674,2196.383833,1626.0314,955.5007
AKAP3,6.6839,14.2119,55.0749,23.3482,8.5085,39.8123,13.6898,43.4783,20.383,55.0749,25.0212,20.383,6.6839
CCT4,5604.7395,3829.4574,5611.823,5747.1436,3967.4977,4504.1305,3942.6482,3620.0378,4800.803,5747.1436,4625.364522,4504.1305,3620.0378
CCT2,4010.9373,2666.0207,3481.6906,5718.8276,1457.5002,13234.191,4066.6773,2176.4335,2716.8005,13234.191,4392.119856,3481.6906,1457.5002
TXNRD2,523.1657,717.7003,340.0276,602.0864,427.125,528.7268,143.7424,340.5797,166.7696,717.7003,421.1026111,427.125,143.7424
SCGN,1.2153,0,1.0262,0,16.1661,1.9421,2.4642,35.9168,0,35.9168,6.525633333,1.2153,0
EXOC5,880.4496,1058.7855,1519.1774,1200.1987,965.7109,1190.9704,1729.5631,1582.2306,1805.1266,1805.1266,1325.801422,1200.1987,880.4496
CTCF,1904.299,1194.4444,1325.5601,1054.6448,1283.0767,1882.3449,1797.738,1677.3787,1844.966,1904.299,1551.605844,1677.3787,1054.6448
B3GNT2,775.938,333.9793,1153.4939,850.4719,723.2196,514.1613,1283.8248,889.414,614.5769,1283.8248,793.2310778,775.938,333.9793
PNMA2,26.1279,91.0853,120.4122,27.3224,142.9422,147.5968,91.4475,263.39,24.3978,263.39,103.8580111,91.4475,24.3978
IQGAP2,510.4056,244.832,144.6999,271.237,248.4472,615.1486,1892.4711,1565.5325,313.7739,1892.4711,645.1719778,313.7739,144.6999
RPP40,177.4267,259.6899,182.6707,268.7531,247.5964,136.43,196.8586,108.6957,160.2841,268.7531,193.1561333,182.6707,108.6957
SEC24A,1348.9291,182.1705,1248.9342,794.8336,731.7281,1810.0031,1714.2306,950.2205,827.0537,1810.0031,1067.567044,950.2205,182.1705
STARD10,2903.8432,1616.2791,646.5313,1585.1962,343.742,613.2065,664.5005,827.9773,637.4305,2903.8432,1093.189622,664.5005,343.742
WASF3,223.6063,709.3023,362.6048,125.6831,18.7186,612.2355,704.2008,776.3075,52.5015,776.3075,398.3511556,362.6048,18.7186
FRS2,494.6073,306.8475,970.139,309.4883,268.0167,2789.2885,1614.843,1268.1159,460.1606,2789.2885,942.3896444,494.6073,268.0167
PPP1R17,0,0,0,0,0,0.4855,0,0,0.6177,0.6177,0.122577778,0,0
PDE10A,114.8413,32.2997,56.7853,37.7546,56.1559,201.0036,300.6269,178.3239,34.5893,300.6269,112.4867222,56.7853,32.2997
SLC26A1,59.6567,25.1938,9.5782,9.9354,11.9374,13.1186,4.1124,46.988,52.0136,59.6567,25.83712222,13.1186,4.1124
USP20,1909.7676,600.7752,425.2055,835.072,928.2736,615.1486,514.4608,701.0082,582.1495,1909.7676,790.2067778,615.1486,425.2055
HCST,373.6898,138.8889,62.6006,387.9781,546.2435,76.7115,67.6274,141.1468,274.861,546.2435,229.9719556,141.1468,62.6006
CD300C,43.1414,32.2997,22.5773,114.7541,624.5214,36.4137,18.8919,15.1229,28.7214,624.5214,104.0493111,32.2997,15.1229
RAB10,4716.3907,4616.2791,6469.7597,3754.0984,2571.2584,4126.3992,3082.9318,3019.8488,5524.0889,6469.7597,4209.006111,4126.3992,2571.2584
SPIN1,2816.3451,2287.4677,4036.5444,1546.9449,1747.6389,3537.954,2631.9914,2938.2483,1762.8166,4036.5444,2589.550144,2631.9914,1546.9449
SLC27A2,22.4822,87.2093,15.0515,16.3934,8.5085,13.5944,41.0693,19.8488,151.0191,151.0191,41.68627778,19.8488,8.5085
ADRM1,3513.8994,5541.3437,1441.5253,5432.6875,3113.2477,1431.7862,1183.6158,899.811,2208.7708,5541.3437,2751.854156,2208.7708,899.811
CPSF6,1993.0123,1304.9096,2203.3375,1399.4039,941.8872,6033.5054,1978.7165,1988.3428,1719.58,6033.5054,2173.6328,1978.7165,941.8872
ZPBP,0,0,0,0,0,0,0,0.6301,0,0.6301,0.070011111,0,0
FGFR1OP,173.1733,652.584,245.309,277.1982,144.6439,225.5464,208.3963,193.5728,225.0216,652.584,260.6050556,225.0216,144.6439
DMC1,9.1144,6.4599,42.76,31.2966,2.5525,5.8262,12.047,8.5066,32.4274,42.76,16.77673333,9.1144,2.5525
CORO1A,4422.9075,1314.5995,587.0093,3017.8838,3092.8274,648.6492,713.5098,900.4411,1155.6516,4422.9075,1761.497689,1155.6516,587.0093
NUDT5,791.4203,2509.186,1180.0427,976.155,720.1395,844.3509,709.6274,558.2136,899.9104,2509.186,1021.005089,844.3509,558.2136
SOX21,0,212.5323,0,0.9935,0,47.5806,1.0952,0.6301,4.6325,212.5323,29.71824444,0.9935,0
CEP250,704.2382,799.0956,753.6023,965.7228,692.5891,625.3444,663.1315,737.2401,1107.1649,1107.1649,783.1254333,737.2401,625.3444
PXMP4,401.033,370.801,396.1287,411.3264,446.6945,56.3198,764.9833,931.632,40.4571,931.632,424.3750889,401.033,40.4571
PNKP,537.7487,713.8243,217.2208,544.461,662.8095,431.1381,97.471,327.9773,390.9821,713.8243,435.9592,431.1381,97.471
SLCO2B1,1093.1186,404.3928,449.1511,1666.6667,4816.6426,1337.1106,2248.4046,1107.1204,1605.9296,4816.6426,1636.504111,1337.1106,404.3928
ECD,1582.2573,474.8062,496.0161,471.9324,410.1081,234.5042,939.9383,603.0246,531.5009,1582.2573,638.2320111,496.0161,234.5042
TMC6,1233.4802,1653.1008,641.7421,1972.1808,727.4738,470.9504,636.0258,558.9162,790.3027,1972.1808,964.9080889,727.4738,470.9504
TUSC2,768.0389,711.8863,424.1792,689.0214,444.9928,283.0557,388.7889,480.1512,354.231,768.0389,504.9272667,444.9928,283.0557
IKZF2,332.3713,197.6744,128.9642,135.6185,131.0304,53.8923,908.1781,402.9616,658.74,908.1781,327.7145333,197.6744,53.8923
COPG1,7707.1244,7487.7261,34139.2454,3883.2588,6929.2946,3827.8069,3637.0929,3164.7763,3525.6331,34139.2454,8255.773167,3883.2588,3164.7763
R3HDM2,1382.3485,881.7829,741.6295,806.2593,495.1927,1303.1245,1176.4972,1344.9905,1517.9277,1517.9277,1072.194756,1176.4972,495.1927
HABP4,332.3713,286.1757,240.1402,347.7397,1696.5881,276.2585,176.8716,445.8097,118.9006,1696.5881,435.6506,286.1757,118.9006
DKK1,159.8056,145.9948,7.5258,319.9205,372.6708,31.5585,16.4277,15.1229,211.5503,372.6708,142.2863222,145.9948,7.5258
TPX2,1450.4026,1731.2661,3122.8486,3062.0964,622.8197,1270.595,2280.7124,154.6944,3354.231,3354.231,1894.407356,1731.2661,154.6944
RIMS1,8.5068,6.4599,15.0515,3.4774,2.5525,72.3419,1.369,11.6572,0.3088,72.3419,13.525,6.4599,0.3088
CNOT1,4414.0118,3279.4897,4740.6717,2810.7253,3645.7755,5984.8082,7505.0115,5148.1979,7026.0933,7505.0115,4950.531656,4740.6717,2810.7253
KIF21B,442.9591,62.6615,114.9389,199.2052,119.9694,295.6792,160.7177,259.6093,189.3144,442.9591,205.0060778,189.3144,62.6615
TTLL5,467.2642,754.522,710.5002,488.3259,342.8912,799.6446,545.6735,617.8324,651.0191,799.6446,597.5192333,617.8324,342.8912
ATG2A,698.7696,714.4703,511.0676,652.2603,647.4943,861.7906,619.0505,697.5425,585.8555,861.7906,665.3668,652.2603,511.0676
ANKLE2,1641.8046,1948.9664,2391.1394,2856.4332,1196.2903,2766.4693,1699.4456,1464.7133,2016.3681,2856.4332,1997.958911,1948.9664,1196.2903
OTUD3,198.6936,167.3127,451.5456,103.3284,136.1355,460.269,526.7816,589.477,273.9345,589.477,323.0531,273.9345,103.3284
EXOC7,2126.0823,3559.8385,3330.0739,2699.3542,7128.665,4664.04,3270.1638,3169.436,2434.1939,7128.665,3597.983067,3270.1638,2126.0823
KIAA1107,61.9778,47.1576,105.0186,30.303,20.4203,52.9212,113.6249,174.8582,77.2082,174.8582,75.94331111,61.9778,20.4203
DNAJC16,405.894,454.7804,746.7607,316.9399,450.0978,422.3988,806.8739,843.4152,1063.6195,1063.6195,612.3089111,454.7804,316.9399
LARS2,354.2458,346.8992,732.3934,533.532,332.681,607.3803,541.5665,569.6282,351.4515,732.3934,485.5308778,533.532,332.681
PPWD1,371.2593,257.1059,225.4307,524.5902,559.0062,429.196,455.0473,641.4619,508.6473,641.4619,441.3049778,455.0473,225.4307
EXOSC2,586.3588,822.9974,377.9984,909.0909,406.7047,720.5055,339.5058,387.5236,667.0784,909.0909,579.7515,586.3588,339.5058
QPRT,2904.4509,203.4884,636.6109,429.2101,2629.116,89.3349,79.6743,116.8872,76.8993,2904.4509,796.1857778,203.4884,76.8993
DAAM2,254.8504,147.8876,400.6544,102.2951,2152.9737,2287.7992,378.9213,1146.6383,84.9691,2287.7992,772.9987889,378.9213,84.9691
CABIN1,1669.7554,1748.708,2471.5283,1228.0179,1005.7007,3045.1554,1191.8297,1603.0246,1216.8005,3045.1554,1686.7245,1603.0246,1005.7007
LPAR3,30.9889,206.0724,27.3664,592.6478,42.5423,133.5169,399.1931,33.0813,319.6418,592.6478,198.3389889,133.5169,27.3664
SH3BP1,860.1124,1359.7287,697.166,1553.6761,623.6365,510.3257,359.2191,296.3894,1062.832,1553.6761,813.6762111,697.166,296.3894
BACE1,354.8534,424.4186,899.6705,1228.9816,3051.1359,1941.5779,3132.2149,1566.4776,761.2724,3132.2149,1484.511422,1228.9816,354.8534
PLXNB2,7306.6991,4452.8424,6103.392,5793.3433,12626.5634,8768.9017,4407.0045,5552.2999,3442.5571,12626.5634,6494.844822,5793.3433,3442.5571
SH3BP4,3475.0114,1367.5711,2244.045,990.0646,1336.68,1281.7618,2660.4661,1953.3711,2798.95,3475.0114,2011.991233,1953.3711,990.0646
FLRT3,31.5965,755.814,21.209,1050.1739,54.4542,11.6524,493.3786,202.2684,71.6492,1050.1739,299.1329111,71.6492,11.6524
EML2,797.132,1167.655,347.2044,707.7496,615.8513,319.4597,159.0859,705.4915,563.0019,1167.655,598.0701444,615.8513,159.0859
SUN2,3187.6044,1601.4212,5168.8293,3741.6791,2944.7801,4923.6162,1854.1398,5050.0945,4789.3762,5168.8293,3695.726756,3741.6791,1601.4212
DSTYK,420.477,461.8863,837.4119,385.4943,538.5859,934.618,990.3166,1142.7221,1407.3502,1407.3502,790.9847,837.4119,385.4943
LSM4,2310.1929,4594.9612,1529.0978,4205.6632,1632.7746,2048.3914,1457.137,753.3081,1598.8264,4594.9612,2236.705844,1632.7746,753.3081
ANAPC15,669.6886,1273.8695,282.5581,968.1918,1183.902,943.401,267.2075,310.8601,394.7838,1273.8695,699.3847111,669.6886,267.2075
NDUFAF3,873.7658,1602.7132,720.4206,1638.3507,874.6703,498.6248,314.0429,691.2413,497.2205,1638.3507,856.7833444,720.4206,314.0429
TPGS2,1403.0077,844.9612,2913.4957,1033.2837,673.0197,753.5206,2054.284,996.8494,1217.727,2913.4957,1321.127667,1033.2837,673.0197
KBTBD2,948.5037,629.199,1356.0053,964.2325,1083.1277,1037.0619,1392.7952,1307.4984,1075.9728,1392.7952,1088.266278,1075.9728,629.199
SEC31B,245.3653,119.509,17.4461,63.0154,263.8475,27.8346,45.1762,273.1821,102.8011,273.1821,128.6863667,102.8011,17.4461
UNC50,857.9675,463.1783,595.9034,573.2737,782.7789,315.5853,643.4183,601.1342,605.9296,857.9675,604.3521333,601.1342,315.5853
ATRNL1,3.0381,12.2739,190.5386,4.4709,0.8508,116.5238,9.5828,110.271,111.7974,190.5386,62.1497,12.2739,0.8508
ZNF451,773.5075,373.385,732.4686,526.6021,544.5418,999.4004,571.7196,908.7555,377.8691,999.4004,645.3610667,571.7196,373.385
TOR1AIP1,782.0143,823.6434,1586.9093,988.0775,1176.7208,1907.1063,3381.6422,2350.3466,1227.6096,3381.6422,1580.452222,1227.6096,782.0143
FBXL3,778.3685,496.77,1047.107,623.9444,726.623,1927.4979,1411.6871,2073.724,495.6763,2073.724,1064.5998,778.3685,495.6763
PHGDH,3062.4335,2147.2868,2658.304,2789.3691,849.9957,9639.4317,2087.1394,1546.6289,3969.7344,9639.4317,3194.480389,2658.304,849.9957
B3GAT3,759.5321,2151.8088,678.0026,2293.0949,3373.6067,658.3595,404.3952,408.9477,597.8999,3373.6067,1258.405267,678.0026,404.3952
ERAL1,2460.8841,1879.199,904.4596,1514.158,808.3043,914.7119,1189.9131,701.3233,695.491,2460.8841,1229.827144,914.7119,695.491
CNNM4,852.4989,339.1473,621.9015,470.4421,325.0234,673.4105,638.2162,659.7353,1142.3718,1142.3718,635.8607778,638.2162,325.0234
MYEOV,22.4822,86.5633,44.8125,1227.0243,5.1051,8.7393,29.2961,140.8318,68.8697,1227.0243,181.5249222,44.8125,5.1051
USP21,617.3477,848.1912,548.3543,376.0556,296.0946,943.8428,534.4479,500.6301,794.6263,943.8428,606.6211667,548.3543,296.0946
KCNV1,0,68.4755,3.7629,0,2.5525,3.3986,0.2738,2.5205,0,68.4755,8.9982,2.5205,0
PPA2,658.0586,724.8062,715.9735,1164.4312,789.5856,873.9285,945.1404,942.344,747.9926,1164.4312,840.2511778,789.5856,658.0586
ST6GALNAC4,1728.6951,547.8036,202.8535,613.5122,664.5112,175.7567,327.185,294.2659,375.2316,1728.6951,547.7572,375.2316,175.7567
PDE7B,34.6347,85.9173,25.656,46.6965,1100.9955,96.1321,107.8752,299.937,25.9419,1100.9955,202.6429111,85.9173,25.656
ARHGEF16,1601.0937,653.1008,235.3511,1406.3587,22.9729,481.1462,58.3183,150.5986,739.3453,1601.0937,594.2539556,481.1462,22.9729
ASTE1,231.9247,273.9922,339.5829,154.6597,176.389,152.0636,149.0157,271.1248,254.2989,339.5829,222.5612778,231.9247,149.0157
ATAD2,627.0697,1279.7158,6120.496,1469.4486,357.3556,9505.9148,1501.4918,415.2489,2715.5652,9505.9148,2665.811822,1469.4486,357.3556
TMOD3,849.4607,1202.1964,1084.3937,2047.69,1190.3344,613.2065,2229.5128,1783.5539,2465.1019,2465.1019,1496.161144,1202.1964,613.2065
YPEL1,152.6417,79.8256,570.244,53.1992,113.4519,508.2963,205.9568,242.4323,68.4373,570.244,221.6094556,152.6417,53.1992
PSMC3IP,183.7035,94.8256,135.2721,307.0989,97.5921,209.403,35.2867,50.7404,189.9599,307.0989,144.8758,135.2721,35.2867
HOOK2,755.2787,733.2041,485.0695,564.3318,569.2164,574.8508,341.6962,928.1664,892.8351,928.1664,649.4054444,574.8508,341.6962
SNX11,407.7168,700.2584,457.0189,683.0601,747.8942,287.9109,470.6536,557.0258,605.0031,747.8942,546.2824222,557.0258,287.9109
GMPPA,2953.0609,967.0543,439.5728,1116.2444,1786.7778,325.7811,690.511,451.4808,589.2526,2953.0609,1035.526189,690.511,325.7811
PKN3,194.4402,155.6848,123.1488,166.4183,215.2642,188.8657,142.921,349.7164,99.7529,349.7164,181.8013667,166.4183,99.7529
A1CF,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNIP1,3.0381,1.292,4.447,0,3.4034,93.7046,3.0117,16.6982,2.1618,93.7046,14.1952,3.0381,0
RRM2B,636.7917,735.7881,753.9444,704.918,666.2129,949.1835,2187.3483,916.1941,1475.2934,2187.3483,1002.852711,753.9444,636.7917
PLA2G3,1.2153,1.938,3.7629,1.4903,0,0.971,0,6.6163,59.6047,59.6047,8.399833333,1.4903,0
MINK1,1957.1016,1059.5866,1595.7247,2079.1853,1295.1502,1143.3753,1025.6744,2246.632,2875.6022,2875.6022,1697.559144,1595.7247,1025.6744
TAS2R7,0,0,0,0,0,0,0,0.3151,0,0.3151,0.035011111,0,0
F11R,4583.9283,10377.907,8110.3755,7515.1515,516.4639,4912.4494,10944.1342,3615.627,14932.3935,14932.3935,7278.714478,7515.1515,516.4639
MED31,110.8978,101.6408,83.3512,147.4317,116.3873,93.9376,99.5272,119.6282,110.2378,147.4317,109.2266222,110.2378,83.3512
EMC9,140.9692,432.8165,76.2838,284.6498,285.0336,113.1252,29.0223,68.9981,187.7702,432.8165,179.8520778,140.9692,29.0223
TXNDC12,1591.3717,3102.7132,1425.7896,2050.1739,1990.1302,1474.9971,2286.7359,1160.3655,2536.7511,3102.7132,1957.6698,1990.1302,1160.3655
TRNT1,264.0863,324.2894,224.4729,299.7864,157.798,229.1926,348.2782,408.3617,321.0686,408.3617,286.3704556,299.7864,157.798
IFT52,680.5408,539.4057,510.3834,591.6542,776.8229,992.3944,830.4203,631.0649,542.6189,992.3944,677.2561667,631.0649,510.3834
RNFT1,328.1179,279.0698,436.8362,223.5469,382.0301,269.4613,531.1623,271.8967,239.0364,531.1623,329.0175111,279.0698,223.5469
COPS4,415.0084,313.3075,550.0647,1050.6706,1147.7921,937.5311,643.6921,839.0044,545.7072,1147.7921,715.8642333,643.6921,313.3075
HSD17B14,147.0454,628.553,33.5238,143.07,400.7487,68.9433,49.2831,80.0252,50.6485,628.553,177.9823333,80.0252,33.5238
DUSP13,2.4305,46.5116,7.5258,0,0,0,0.2738,0.3151,0.3088,46.5116,6.373955556,0.3088,0
TMEM216,156.1598,788.7597,405.0228,270.7402,228.8777,377.2458,587.8379,249.2124,134.651,788.7597,355.3897,270.7402,134.651
CDKL3,46.2342,6.4599,14.8429,14.4461,44.3206,42.0797,22.4594,24.3195,14.3545,46.2342,25.50186667,22.4594,6.4599
UBAP1,984.3536,1193.1525,1132.2849,1561.848,881.4771,1008.834,934.1886,1651.5438,981.7758,1651.5438,1147.717589,1008.834,881.4771
BET1L,3245.3289,2925.7106,2191.3647,2410.3328,2818.8548,2018.2894,2062.224,1552.615,856.084,3245.3289,2231.200467,2191.3647,856.084
GMIP,1418.806,529.7158,326.6864,717.8341,615.1621,400.0651,415.6208,364.2092,638.0482,1418.806,602.9053,529.7158,326.6864
MEX3C,675.0722,366.9251,1210.9633,713.8599,427.125,620.9748,2269.4868,1371.1405,1287.2143,2269.4868,993.6402111,713.8599,366.9251
MBTPS2,375.4945,160.1292,468.8412,483.8549,675.6658,681.9264,1014.1148,591.4493,277.3317,1014.1148,525.4230889,483.8549,160.1292
AMOTL2,1566.4591,1170.5426,1896.1496,907.6006,954.6499,3217.5135,665.8695,2590.1071,783.8172,3217.5135,1528.078789,1170.5426,665.8695
IP6K2,1424.8823,1755.168,1487.0219,1187.2827,1252.4462,1573.5569,1168.2833,1580.0252,996.6028,1755.168,1380.585478,1424.8823,996.6028
LIMA1,2338.7513,2218.9922,757.0231,6591.1575,1578.3204,1283.7039,7655.3085,4857.908,2038.2952,7655.3085,3257.717789,2218.9922,757.0231
