Gene,TCGA-AB-2828-03A-01T-0734-13,TCGA-AB-2808-03A-01T-0734-13,TCGA-AB-2826-03A-01T-0734-13,TCGA-AB-2833-03A-01T-0734-13,TCGA-AB-2806-03A-01T-0734-13,TCGA-AB-2854-03A-01T-0734-13,TCGA-AB-2807-03A-01T-0734-13,TCGA-AB-2805-03A-01T-0734-13,TCGA-AB-2950-03A-01T-0735-13,TCGA-AB-2810-03A-01T-0736-13,MAX,AVG,MED,MIN
DHX37,521.0375,501.1783,332.3615,599.8573,628.2623,625.624,648.4608,394.913,733.6449,1041.4815,1041.4815,602.68211,612.74065,332.3615
UVSSA,502.5937,506.6771,523.8095,514.2653,325.9071,509.1514,1098.3118,585.0067,366.0436,402.8993,1098.3118,533.46655,507.91425,325.9071
CAMSAP3,3.074,5.4988,4.8591,0.7133,0,1.6639,15.8888,1.3387,6.2305,14.4833,15.8888,5.37504,3.96655,0
BEND3,121.4217,211.3119,172.9835,140.5136,330.3628,180.5324,120.1589,54.8862,178.3489,164.583,330.3628,167.51029,168.78325,54.8862
RNF213,11293.7099,6940.9976,6525.6754,6754.2439,6954.6976,6606.7471,15237.15,18857.8514,9863.3489,3909.1765,18857.8514,9294.35983,6947.8476,3909.1765
GPAM,234.39,497.2506,214.7716,134.8074,504.774,244.5923,471.6981,275.1004,348.9097,105.3331,504.774,303.16272,259.84635,105.3331
ALS2,630.1633,1818.5389,567.5413,354.4936,4653.7237,592.3461,687.1897,517.4029,3239.8754,675.4488,4653.7237,1373.67237,652.80605,354.4936
CHD8,3113.9289,2728.9866,2628.7658,2993.5806,3576.0662,2387.6872,2845.0844,2943.1058,3806.8536,2529.3122,3806.8536,2955.33713,2894.0951,2387.6872
ZDBF2,21.5178,87.1956,12.6336,6.4194,20.3692,60.7321,85.4022,12.7175,27.2586,2.6333,87.1956,33.68793,20.9435,2.6333
VAT1L,0,0,0,0,0.6365,9.1514,3.9722,0,0,22.3833,22.3833,3.61434,0,0
ANO8,211.3353,70.6991,219.6307,125.535,29.2807,381.0316,399.2056,315.261,252.3364,250.1662,399.2056,225.44816,234.89845,29.2807
METTL14,312.0077,406.9128,412.0505,236.0913,490.7702,303.6606,342.6018,361.4458,385.514,279.1328,490.7702,353.01875,352.0238,236.0913
EPG5,1919.6926,2600.9427,1587.9495,1056.3481,2522.5971,1876.8719,2046.6733,2492.6372,2406.5421,1287.6977,2600.9427,1979.79522,1983.18295,1056.3481
ZFYVE28,14.6013,26.7086,33.0418,27.8174,80.8402,49.0849,58.5899,34.1365,133.1776,28.9666,133.1776,48.69648,33.58915,14.6013
SCUBE2,0.7685,0,0,1.4265,1.9096,4.9917,7.9444,2.6774,2.3364,0,7.9444,2.20545,1.66805,0
CATSPERG,4.611,11.7832,29.1545,21.398,7.0019,14.1431,21.8471,21.419,10.9034,85.5832,85.5832,22.78444,17.77055,4.611
ZNF410,835.4813,893.425,870.311,891.184,882.7944,741.5641,530.6455,697.7577,1016.6667,1116.9132,1116.9132,847.67429,876.5527,530.6455
MS4A7,3955.9116,851.4375,4120.9232,2178.9444,458.1477,2792.8869,228.2522,7564.3708,800.6231,421.1351,7564.3708,2337.26325,1515.19095,228.2522
CREBZF,1951.9693,3182.2467,1799.8056,1084.1655,3231.063,2838.6023,2948.3615,3166.6667,2835.6698,1622.1305,3231.063,2466.06809,2837.13605,1084.1655
ABHD17C,169.0682,87.1956,135.0826,76.3195,227.2438,366.8885,166.8322,347.3896,263.2399,44.7666,366.8885,188.40265,167.9502,44.7666
LY6G5B,206.5091,317.4234,158.4937,248.9016,217.0592,400.1664,300.0397,194.4846,320.9112,604.4279,604.4279,296.84168,274.47065,158.4937
SIGIRR,305.0913,311.8617,499.5141,681.883,711.6486,673.8769,387.289,575.6359,827.8816,1374.5976,1374.5976,634.92797,624.7564,305.0913
PRDM12,0,0,2.9155,0.7133,2.5461,4.1597,1.9861,0.6693,0,7.9,7.9,2.089,1.3497,0
TRPV4,0,1.5711,0,2.8531,0,4.9917,0.993,0,0.7788,0,4.9917,1.11877,0.3894,0
SCPEP1,3591.9308,1512.9615,4873.6638,991.4408,1408.6569,4770.3827,459.7815,1106.4257,119.9377,323.8994,4873.6638,1915.90808,1257.5413,119.9377
ZNF350,205.1873,332.2859,208.9407,174.7504,430.2992,239.6007,306.852,369.4779,239.0966,473.9992,473.9992,298.04899,273.22635,174.7504
LGR6,1.537,3.1422,1.9436,3.5663,32.4634,5.8236,410.1291,3.3467,5.4517,22.3833,410.1291,48.97869,4.509,1.537
GPBP1L1,3184.6302,3946.5829,3570.4568,2764.622,4781.0312,2836.9384,2981.1321,3931.0576,3735.2025,2151.4296,4781.0312,3388.30833,3377.5435,2151.4296
SLC25A19,347.3583,302.4352,279.8834,404.4223,318.9052,337.7704,290.9633,281.7938,375.3894,330.4828,404.4223,326.94041,324.694,279.8834
TRMT11,152.1614,234.8782,166.1808,64.9073,379.3762,219.6339,306.852,214.8594,178.3489,289.6662,379.3762,220.68643,217.24665,64.9073
SPCS3,5893.5639,5668.4996,5700.6803,4535.6633,4427.1165,4065.7238,5833.1678,4192.1017,3841.9003,2946.6948,5893.5639,4710.5112,4481.3899,2946.6948
SCOC,663.2085,726.63,537.415,470.7561,893.6983,415.1414,671.3009,596.3855,756.2305,276.4995,893.6983,600.72657,629.797,276.4995
DHX35,305.8598,369.2066,317.7843,188.3024,324.634,320.2995,283.0189,305.2209,433.0218,350.2327,433.0218,319.75809,319.0419,188.3024
EEFSEC,325.7944,283.5821,426.5986,508.98,337.3138,422.5125,261.718,220.1272,501.4019,484.256,508.98,377.22845,379.91315,220.1272
CELF5,0,0,1.9436,1.4265,0.6365,0,4.9652,0,0.7788,7.9,7.9,1.76506,0.70765,0
SRR,136.5456,285.3731,309.4363,211.3552,224.6404,90.5241,334.2701,265.83,231.4408,284.8735,334.2701,237.42891,248.6354,90.5241
BCAN,0.7685,0,0.9718,0,0,0,0.993,0,0.7788,26.3333,26.3333,2.98454,0.38425,0
ABHD4,1617.6753,322.8594,284.7425,530.6705,3136.8555,410.1498,505.4618,455.8233,3302.9595,464.7825,3302.9595,1103.19801,485.12215,284.7425
FAM204A,703.9385,604.0848,621.9631,617.689,730.1082,426.7887,700.0993,692.1017,510.1246,675.4488,730.1082,628.23467,648.70595,426.7887
RNF123,805.3794,985.8602,609.3294,725.3923,783.5773,2501.6639,1559.0864,712.8514,1183.0218,1198.1646,2501.6639,1106.43267,895.6198,609.3294
GALNT11,703.17,641.0055,735.6657,485.7347,795.035,699.6672,648.4608,560.241,676.0125,692.5655,795.035,663.75579,684.289,485.7347
GPSM3,1741.4025,1307.934,2743.4402,3612.6961,893.0617,1858.5691,1499.5035,2060.9103,1042.8349,2458.2124,3612.6961,1921.85647,1799.9858,893.0617
PRDM16,0,0,4.8591,0,0,4.1597,16.8818,1.3387,0.7788,10.5333,16.8818,3.85514,1.05875,0
CDH23,157.5408,58.1304,153.5763,296.0057,14.6404,113.1448,592.85,291.1647,17.9128,34.2333,592.85,172.91992,133.36055,14.6404
SAMSN1,1161.1912,1262.3723,1239.0671,2004.2796,1479.3125,1925.9567,302.8798,1394.913,1136.2928,330.4828,2004.2796,1223.67478,1250.7197,302.8798
SMOC1,2.3055,2.3566,0,2.1398,0,30.782,168.8183,0,1.5576,1.3167,168.8183,20.92765,1.8487,0
SLC39A8,527.9539,2358.209,2234.208,349.5007,2590.07,896.8386,1427.0109,326.6399,1323.2087,1851.2301,2590.07,1388.48698,1375.1098,326.6399
XYLT2,295.1009,239.5915,281.827,333.8088,404.8377,370.2163,380.3376,236.2784,354.3614,703.0988,703.0988,359.94584,344.0851,236.2784
DPEP3,4.611,3.1422,14.5773,4.2796,1.9096,4.9917,0.993,3.3467,1.5576,7.9,14.5773,4.73087,3.81315,0.993
TOR3A,828.4342,523.9592,1174.9271,755.3495,438.5742,806.9884,884.8064,610.4418,563.8629,1283.7478,1283.7478,787.10915,781.16895,438.5742
ABCG5,3.8425,2.3566,1.9436,0,0,0.8319,2.9791,0,0.7788,0,3.8425,1.27325,0.80535,0
ABCG8,1.537,0,0,1.4265,0.6365,0,2.9791,2.6774,0.7788,0,2.9791,1.00353,0.70765,0
ARHGEF28,0,1.5711,0.9718,0,1.2731,9.9834,11.9166,0.6693,3.1153,6.5833,11.9166,3.60839,1.4221,0
NSD1,6236.3112,4671.6418,3207.9689,4629.8146,5815.4042,2197.1714,6064.5482,4601.071,5848.9097,3501.0105,6236.3112,4677.38515,4650.7282,2197.1714
NFKBIZ,4504.1306,2235.6638,3799.8056,5395.8631,1639.7199,3804.4925,6626.6137,4540.1606,3601.2461,2509.5623,6626.6137,3865.72582,3802.14905,1639.7199
MPP5,348.8953,801.2569,379.0087,272.4679,666.4545,578.203,1110.2284,513.3869,463.3956,284.3995,1110.2284,541.76967,488.39125,272.4679
HHIP,5.3794,6.2844,2.9155,0.7133,3.8192,5.8236,69.5134,2.008,2.3364,36.8666,69.5134,13.56598,4.5993,0.7133
POLR1E,369.6446,542.0267,326.5306,251.0699,563.972,315.3078,511.4201,208.166,457.1651,545.099,563.972,409.04018,413.40485,208.166
ZDHHC6,1012.9414,959.2694,1057.3372,937.9458,1094.3157,852.0383,783.5154,1111.7805,1043.9642,708.5103,1111.7805,956.16182,986.1054,708.5103
CSMD1,42.2671,0,1.9436,0,98.0267,21.6306,65.5412,0,3.1153,69.7832,98.0267,30.23077,12.37295,0
ALDH8A1,6.1479,10.2121,15.5491,23.5378,15.2769,8.3195,4.9652,14.0562,24.1433,17.1166,24.1433,13.93246,14.66655,4.9652
CLEC7A,2233.2373,544.3833,1784.2566,2891.5835,39.4653,1151.4143,18.8679,2484.6051,58.4112,106.6498,2891.5835,1131.28743,847.8988,18.8679
GIGYF1,1154.2747,1401.414,1335.277,1140.5136,1488.2241,2628.9517,2103.2771,1278.4471,1901.0903,2641.2287,2641.2287,1707.26983,1444.81905,1140.5136
CTAGE1,10.7589,12.5687,8.7464,3.5663,9.5481,8.3195,4.9652,12.0482,7.0093,2.6333,12.5687,8.01639,8.53295,2.6333
TMPRSS3,0,2.3566,0.9718,4.2796,1.2731,1.6639,2.9791,0.6693,1.5576,1.3167,4.2796,1.70677,1.43715,0
COPS7B,554.8511,571.0919,493.6832,574.893,686.1871,653.9101,692.1549,615.1272,867.6012,872.9485,872.9485,658.24482,634.51865,493.6832
ACBD3,1424.0154,1395.1296,1309.0379,1208.2739,1469.1279,1083.1947,827.2095,1311.9143,1383.1776,541.1491,1469.1279,1195.22299,1310.4761,541.1491
MFSD1,4490.2978,3667.7141,5203.1098,4307.418,4162.9535,3403.4942,1755.71,4134.5382,2638.6293,2588.5621,5203.1098,3635.2427,3901.12615,1755.71
ATPAF1,766.9549,1052.6159,702.6239,950.1641,645.4488,933.3111,916.5839,621.0509,694.4237,768.8662,1052.6159,805.20434,767.91055,621.0509
PARP12,591.7387,533.3857,551.9922,960.0571,462.126,985.025,890.7646,1119.1432,1010.1246,445.0326,1119.1432,754.93897,741.25165,445.0326
IPPK,365.072,461.5318,379.5821,320.1569,410.4265,392.4043,480,309.1633,412.7103,361.951,480,389.29982,385.9932,309.1633
ENGASE,747.7426,610.3692,461.6132,589.8716,1052.8326,2246.2562,916.5839,698.7952,1429.1277,1560.2473,2246.2562,1031.34395,832.16325,461.6132
DEPTOR,533.3333,1499.6072,116.6181,377.3181,2007.6384,128.1198,577.9543,543.5074,4514.7975,530.6157,4514.7975,1082.95098,538.42035,116.6181
ARV1,272.8146,481.5397,298.3479,293.1526,262.8899,400.9983,208.5402,182.0616,287.3832,167.2164,481.5397,285.49444,280.0989,167.2164
P2RY12,12.2959,12.5687,47.619,17.8317,2.5461,13.3111,49.6524,16.0643,0,3.95,49.6524,17.58392,12.9399,0
ISL2,2.3055,0,0.9718,0,0,3.3278,0.993,0.6693,3.1153,0,3.3278,1.13827,0.82055,0
CDCP1,11.5274,219.9529,14.5773,29.2439,1.9096,7.4875,50.6455,52.8782,6.2305,2.6333,219.9529,39.70861,13.05235,1.9096
PAPOLG,870.7012,827.9654,624.8785,483.5949,1211.3304,484.193,604.7666,1076.3052,1038.9408,132.9831,1211.3304,735.56591,726.42195,132.9831
C12orf43,197.5024,219.1673,235.1798,370.1854,255.2514,236.2729,233.3664,165.9973,212.6168,430.5492,430.5492,255.60889,234.2731,165.9973
BCL11B,44.5725,124.9018,124.3926,190.4422,136.8555,559.9002,94.3396,125.1673,144.081,55.2999,559.9002,159.99526,125.03455,44.5725
RASAL3,464.1691,744.6976,859.0865,520.6847,362.8262,1336.1065,1310.8242,815.261,262.4611,2550.3789,2550.3789,922.64958,779.9793,262.4611
MRPS24,164.4573,219.1673,314.8688,450.7846,185.2323,509.1514,269.1162,220.8835,306.0748,500.3325,509.1514,314.00687,287.5955,164.4573
MRPS11,245.1489,239.5915,334.3052,449.3581,247.613,337.7704,310.8242,246.988,352.0249,513.4991,513.4991,327.71233,322.5647,239.5915
MRPL9,489.5293,669.2852,697.7551,706.8474,629.5353,812.812,760.6753,525.4016,725.0701,1361.431,1361.431,737.83423,702.30125,489.5293
MRPL1,371.1816,703.0636,397.4733,406.5621,512.4125,536.6057,406.1569,323.9625,552.9595,625.4156,703.0636,483.57933,459.4873,323.9625
GPBP1,2416.1383,2680.2828,2110.7872,1954.3509,2937.6194,1810.3161,2932.4727,2432.3963,2937.6947,1835.4301,2937.6947,2404.74885,2424.2673,1810.3161
ACD,229.0106,190.8877,345.967,386.5906,231.063,383.5275,396.2264,313.253,362.1495,1041.4815,1041.4815,388.01568,354.05825,190.8877
TMEM237,146.7819,219.9529,81.6327,91.2981,337.3647,278.7022,226.4151,114.4578,264.0187,85.5832,337.3647,184.62073,183.3674,81.6327
INTS3,2531.4121,3658.2875,2559.7668,2051.3552,2991.725,2871.8802,6518.3714,4838.0187,5827.8816,4025.043,6518.3714,3787.37415,3325.00625,2051.3552
ZFP69B,97.5985,62.0581,29.1545,52.7817,179.5035,53.2446,67.5273,59.5716,128.5047,15.8,179.5035,74.57445,60.81485,15.8
AACS,192.123,317.3606,360.5442,59.2011,84.6595,257.9035,559.0864,74.2972,171.3396,646.4822,646.4822,272.29973,225.01325,59.2011
MRPS34,358.1172,395.1296,549.0768,568.4736,280.0764,737.1048,302.8798,252.3427,500.7788,1190.2646,1190.2646,513.42443,447.9542,252.3427
YIPF2,235.1585,204.2419,256.5598,298.8588,309.3571,288.6855,305.859,182.0616,530.3738,584.599,584.599,319.5755,293.77215,182.0616
VKORC1,308.9337,445.4046,688.0466,346.6476,308.8924,552.4126,403.1778,249.6653,340.8411,655.6989,688.0466,429.97206,374.9127,249.6653
METRN,18.4438,7.8555,27.2109,37.0899,2.5461,15.807,9.9305,2.008,35.0467,96.1165,96.1165,25.20549,17.1254,2.008
CAMKV,0,0.7855,58.309,4.9929,0.6365,0,6.9513,27.4431,12.4611,75.0499,75.0499,18.66293,5.9721,0
SECISBP2,1083.5735,1184.6033,1062.1963,1105.5635,1461.4895,1304.4925,2229.3942,1148.5944,1383.9564,1370.6476,2229.3942,1333.45112,1244.5479,1062.1963
METTL16,1137.3679,1248.2325,771.6229,912.9815,1302.9917,1023.2945,1093.3466,841.3655,1130.0623,1278.4811,1302.9917,1073.97465,1111.70445,771.6229
DSCC1,245.9174,461.1155,316.8124,192.582,533.4182,198.8353,243.2969,182.7309,306.8536,164.583,533.4182,284.61452,244.60715,164.583
C1orf50,78.3862,115.4753,144.8008,146.933,148.9497,91.5141,145.9782,130.5221,179.1277,119.8165,179.1277,130.15036,137.66145,78.3862
MAPKAP1,1115.0817,1160.2514,1289.6016,1569.9001,1050.923,1054.0765,1618.6693,1193.4404,1116.0436,1639.2471,1639.2471,1280.72347,1176.8459,1050.923
TMEM185B,318.1556,352.7101,372.206,408.7019,611.7123,232.1131,462.7607,332.664,555.296,354.1827,611.7123,400.05024,363.19435,232.1131
ZSCAN5A,126.8012,63.6292,104.9563,109.1298,110.7575,116.4725,67.5273,95.0469,65.4206,65.8332,126.8012,92.55745,100.0016,63.6292
GDPD3,13.8329,86.3786,15.3158,31.234,50.853,81.1148,32.5223,46.1847,171.7523,45.7673,171.7523,57.49557,45.976,13.8329
DHRS11,54.5629,179.89,90.379,55.6348,73.2018,85.6905,133.0685,28.1124,59.19,259.3829,259.3829,101.91128,79.44615,28.1124
PLEKHF1,6.1479,28.2797,40.8163,7.8459,8.9115,43.2612,10.9235,14.7256,10.1246,114.5498,114.5498,28.5586,12.82455,6.1479
LENG1,68.3958,36.9207,105.9281,85.592,48.3768,96.5058,32.7706,93.7082,42.0561,97.4332,105.9281,70.76873,76.9939,32.7706
RBM42,444.1883,303.2207,540.3304,793.1526,304.2648,632.2795,450.8441,391.5663,506.2305,900.5984,900.5984,526.66756,478.5373,303.2207
TTPAL,429.5869,865.6716,531.5841,339.515,385.105,873.5441,997.0209,679.3842,458.7227,476.6325,997.0209,603.6767,504.1083,339.515
LRFN3,7.6849,3.1422,28.1827,9.9857,5.0923,31.614,169.8113,3.3467,14.7975,134.2998,169.8113,40.79571,12.3916,3.1422
PAGR1,557.4793,386.4886,750.5734,884.0086,483.641,587.7953,530.4866,609.1432,622.1495,501.4516,884.0086,591.32171,572.6373,386.4886
GCC1,415.7541,351.139,620.9913,445.0785,421.3877,381.8636,496.5243,421.6867,333.3333,1353.531,1353.531,524.12895,421.5372,333.3333
SAP130,845.341,849.9607,829.932,935.0927,882.2406,717.1381,1074.4786,902.9451,1345.0156,804.4819,1345.0156,918.66263,866.10065,717.1381
CCDC121,66.8588,50.2749,87.4636,37.0899,52.8326,48.2529,27.8054,78.3133,90.3427,13.1666,90.3427,55.24007,51.55375,13.1666
PANK3,826.8972,827.1799,542.2741,498.5735,914.704,411.8136,1500.4965,1233.6011,827.8816,180.383,1500.4965,776.38045,827.03855,180.383
USB1,1112.7762,883.7392,1233.2362,1727.5321,550.6047,912.6456,797.4181,985.9438,774.1433,974.3316,1727.5321,995.23708,943.4886,550.6047
RPAP3,504.1306,1138.2561,932.9446,760.3424,1092.2979,653.0782,739.8213,1125.1673,830.9969,467.4158,1138.2561,824.44511,795.66965,467.4158
NEIL1,41.4986,12.5687,19.4363,20.6847,26.098,58.2363,56.6038,34.1365,36.6044,55.2999,58.2363,36.11672,35.37045,12.5687
FASTKD1,1043.6119,1223.0951,647.2303,560.6277,1418.205,803.6606,920.5561,1085.0067,1450.1558,381.8327,1450.1558,953.39819,982.084,381.8327
ZDHHC14,294.3324,406.9128,122.449,378.0314,154.042,429.2845,718.9672,199.4645,176.0125,204.083,718.9672,308.35793,249.2077,122.449
SUV39H2,603.2661,850.7463,581.1467,319.5435,700.191,415.1414,522.3436,394.913,630.0623,273.8662,850.7463,529.12201,551.74515,273.8662
WDR59,619.4044,1000.7855,411.0787,529.2439,1175.0477,1243.7604,943.3962,571.6198,1344.2368,713.6321,1344.2368,855.22055,828.51415,411.0787
E2F8,541.7867,330.7148,669.5821,285.3067,262.2533,613.9767,332.6713,220.2142,314.6417,287.0328,669.5821,385.81803,322.67825,220.2142
ASB13,338.1364,188.531,417.8814,341.6548,414.3857,212.9784,148.9573,262.3829,287.3832,235.6829,417.8814,284.7974,274.88305,148.9573
KATNBL1,839.1931,1162.608,793.0029,636.234,900.0637,896.8386,1115.1936,1002.008,1009.3458,679.3988,1162.608,903.38865,898.45115,636.234
ZFHX4,3.074,11.7832,0,0,3.8192,22.4626,61.569,3.3467,10.1246,1.3167,61.569,11.7496,3.58295,0
CCDC82,838.4246,872.7416,756.0739,527.1041,1190.3246,855.2413,858.9871,1291.834,966.5109,308.0995,1291.834,846.53416,857.1142,308.0995
LRRC31,0,0,4.8591,0,1.9096,3.3278,0,0,3.1153,0,4.8591,1.32118,0,0
ALG9,381.9404,732.9144,586.9776,399.4294,742.839,577.371,738.8282,506.0241,636.2928,493.7491,742.839,579.6366,582.1743,381.9404
SHCBP1,733.9097,677.1406,401.3605,482.1683,394.0165,703.827,444.8858,293.842,674.4548,230.4163,733.9097,503.60215,463.52705,230.4163
TTC21B,623.2085,757.2663,563.6249,281.669,577.9694,632.2795,874.856,736.921,564.634,313.2213,874.856,592.56499,600.58895,281.669
EHMT1,1590.0096,1503.535,1098.1535,1283.1669,2523.2336,1591.5141,1716.9811,1268.407,2751.5576,1798.5635,2751.5576,1712.51219,1590.76185,1098.1535
TLE6,0,1.5711,1.9436,0,0,1.6639,1.9861,0.6693,0,0,1.9861,0.7834,0.33465,0
CCDC102B,8.4534,71.4847,24.2954,4.2796,59.198,14.1431,57.5968,13.3869,17.134,31.5999,71.4847,30.15718,20.7147,4.2796
NEK11,9.2219,18.0676,15.5491,16.4051,57.2884,28.2862,17.8749,73.6278,140.9657,39.4999,140.9657,41.67866,23.1769,9.2219
BAALC,373.487,904.9489,1.9436,1209.7004,5810.3119,478.3694,3675.2731,3785.8099,2281.1526,30.2833,5810.3119,1855.12801,1057.32465,1.9436
CBLL1,913.7368,1974.077,916.4237,788.1598,1292.1706,841.9301,700.0993,1253.012,1077.1028,949.315,1974.077,1070.60271,932.86935,700.0993
MORN1,7.6849,25.923,10.69,16.4051,55.3787,44.0932,37.7358,15.3949,88.785,84.2665,88.785,38.63571,31.8294,7.6849
ATAD5,1149.6638,1903.3778,1052.4781,582.7389,1255.888,1463.3943,1609.7319,1006.6934,1289.7196,655.6989,1903.3778,1196.93847,1202.7759,582.7389
SPEF2,284.342,323.6449,224.4898,83.4522,381.9223,441.7637,325.72,548.8621,750,113.2331,750,347.74301,324.68245,83.4522
TNIP3,0,5.4988,0.9718,0,0,0.8319,2.9791,4.6854,0,2.6333,5.4988,1.76003,0.90185,0
SLC35E1,1731.4121,1259.2302,1274.0525,1510.699,1509.2298,1165.5574,1447.5273,1076.9746,1410.4361,2010.5465,2010.5465,1439.56655,1428.9817,1076.9746
NOL10,654.755,796.5436,512.1477,723.9658,787.3966,519.1348,734.856,556.2249,616.8224,552.999,796.5436,645.48458,635.7887,512.1477
ATAT1,187.512,291.4375,214.7716,182.5963,468.4914,306.9884,387.289,256.3588,633.1776,696.5154,696.5154,362.5138,299.21295,182.5963
ANKRD53,2.3055,0,0.9718,3.5663,1.9096,10.8153,10.9235,1.3387,3.1153,6.5833,10.9235,4.15293,2.7104,0
GREB1L,0,1.5711,0,2.1398,0.6365,0,3.9722,1.3387,8.567,1.3167,8.567,1.9542,1.3277,0
C10orf88,210.5668,310.2907,172.9835,97.0043,285.8052,262.8952,176.7627,208.8353,286.6044,94.7998,310.2907,210.65479,209.70105,94.7998
SEMA6D,4.611,8.641,1.9436,4.9929,1.9096,71.5474,106.2562,0,45.9502,1.3167,106.2562,24.71686,4.80195,0
PGAP1,125.2642,178.3189,354.7133,114.8359,131.7632,351.9135,153.9225,60.9103,174.4548,156.6831,354.7133,180.27797,155.3028,60.9103
ZNF606,211.3353,364.4933,197.2789,252.6106,602.8008,400.9651,455.3823,467.0013,331.7757,156.6831,602.8008,344.03264,348.1345,156.6831
PIF1,67.6273,41.6339,28.1827,82.0257,41.3749,227.1215,134.0616,34.1365,183.8006,60.5666,227.1215,90.05313,64.09695,28.1827
VCPIP1,1536.2152,1566.3786,1250.7289,887.3039,2450.6684,724.6256,1434.9553,1880.8568,1387.8505,578.0157,2450.6684,1369.75989,1411.4029,578.0157
LRRC8E,4.611,6.2844,35.9572,18.5449,7.6384,13.3111,18.8679,20.0803,3.8941,14.4833,35.9572,14.36726,13.8972,3.8941
ZC3H12A,156.0038,86.4101,261.4189,330.2425,165.4997,1247.0882,179.7418,173.3601,124.6106,1086.2481,1247.0882,381.06238,176.55095,86.4101
CTC1,866.0903,886.0958,1013.6054,734.6648,1089.7518,1366.0566,939.424,888.2195,1511.6822,1020.4149,1511.6822,1031.60053,976.5147,734.6648
SPSB1,1.537,7.0699,71.9145,53.495,2.5461,113.1448,53.6246,65.5957,9.3458,22.3833,113.1448,40.06567,37.93915,1.537
MYO19,747.927,872.8515,795.6268,639.194,1043.832,1120.0166,1004.0218,604.1566,1477.5545,1285.7227,1477.5545,959.09035,938.43665,604.1566
TMEM134,77.6177,92.6944,109.8154,116.2625,94.2075,139.7671,127.1102,82.9987,180.6854,240.9496,240.9496,126.21085,113.03895,77.6177
HKDC1,1.537,3.1422,0,4.9929,2.5461,9.9834,4.9652,2.008,0.7788,0,9.9834,2.99536,2.27705,0
FBXO11,2268.5879,2371.5632,2071.9145,1696.1484,1913.4309,1936.772,2827.2095,2611.1111,2254.6729,1369.3309,2827.2095,2132.07413,2163.2937,1369.3309
OPA3,796.926,647.2899,790.0875,554.2083,649.9045,744.5923,438.9275,608.4337,784.2679,613.5656,796.926,662.82032,648.5972,438.9275
PROSER1,2233.2373,2295.3653,1426.6278,910.1284,2552.5143,1594.01,1851.0427,1876.8407,2535.0467,1628.7138,2552.5143,1890.3527,1863.9417,910.1284
SLC35F5,640.1537,689.7093,596.6958,410.8417,1028.6442,385.1913,694.141,698.1258,963.3956,177.7497,1028.6442,628.46481,664.9315,177.7497
FAM214B,737.7522,608.0126,904.7619,1085.592,428.3896,1435.1082,615.6902,979.9197,428.3489,443.7159,1435.1082,766.72912,676.7212,428.3489
C16orf70,588.4265,793.1108,679.0573,953.0385,743.4564,869.0682,637.716,1193.3333,486.0514,379.252,1193.3333,732.25104,711.25685,379.252
CDK5RAP3,1573.8713,2037.7062,2243.9261,2069.1869,1994.9077,5221.2978,2471.6981,2815.261,2970.405,5013.8579,5221.2978,2841.2118,2357.8121,1573.8713
TET1,179.0586,93.48,140.9135,329.5292,1394.6531,79.8669,336.6435,362.1151,1286.6044,107.9665,1394.6531,431.08308,254.2939,79.8669
CPEB4,1915.8501,2336.2137,1304.1788,1838.0884,649.9045,3158.9018,2667.3287,1219.5448,1130.8411,343.6494,3158.9018,1656.45013,1571.1336,343.6494
CEP70,108.3573,298.5075,94.2663,59.2011,445.5761,85.6905,481.6286,357.4297,314.6417,325.2161,481.6286,257.05149,306.5746,59.2011
ULBP2,0,0,0.9718,0.7133,0,0,3.9722,0.6693,0,0,3.9722,0.63266,0,0
PABPC1L,446.4938,595.4438,473.275,315.2639,698.2813,1123.1281,643.4955,313.253,1602.8037,866.3652,1602.8037,707.78033,619.46965,313.253
ZSCAN16,97.5985,102.9065,78.7172,109.729,183.3227,153.9101,114.141,171.3253,151.0358,71.0735,183.3227,123.37596,111.935,71.0735
COASY,813.0644,717.2035,725.9475,1019.2582,580.522,1000,739.8213,703.4806,1097.352,1344.3143,1344.3143,874.09638,776.44285,580.522
CD276,20.7493,10.2121,206.9971,212.5535,10.8211,14.975,28.7984,34.8059,24.1433,168.533,212.5535,73.25887,26.47085,10.2121
AKNA,6951.7771,2785.546,4710.3984,6418.6876,3549.9682,6768.7188,8763.6544,5599.0629,3038.9408,5540.5236,8763.6544,5412.72778,5569.79325,2785.546
LY6G6C,2.3055,0,4.8591,6.4194,5.0923,0,9.9305,0,2.3364,148.7831,148.7831,17.97263,3.59775,0
THUMPD2,236.6955,423.4093,252.6725,173.3238,353.2782,364.3927,436.9414,305.2209,271.8069,380.516,436.9414,319.82572,329.24955,173.3238
EEPD1,256.6763,317.3606,322.6433,206.8474,163.5901,244.5923,318.7686,236.9478,58.4112,421.3326,421.3326,254.71702,250.6343,58.4112
ZFP91,3466.6667,3974.077,2803.6249,2480.0285,3608.7842,2747.0882,4856.0079,3401.8005,2758.567,2838.7284,4856.0079,3293.53733,3120.26445,2480.0285
NPL,193.6599,420.2671,491.7396,896.5763,33.0999,728.7854,105.2632,165.9973,33.4891,30.2833,896.5763,309.91611,179.8286,30.2833
TUBB1,120.6532,214.454,43.7318,109.8431,116.4863,435.9401,258.1927,182.0616,116.0436,53.9832,435.9401,165.13896,118.56975,43.7318
