Gene,TCGA-AB-2828-03A-01T-0734-13,TCGA-AB-2808-03A-01T-0734-13,TCGA-AB-2826-03A-01T-0734-13,TCGA-AB-2833-03A-01T-0734-13,TCGA-AB-2806-03A-01T-0734-13,TCGA-AB-2854-03A-01T-0734-13,TCGA-AB-2807-03A-01T-0734-13,TCGA-AB-2805-03A-01T-0734-13,TCGA-AB-2950-03A-01T-0735-13,TCGA-AB-2810-03A-01T-0736-13,MAX,AVG,MED,MIN
THEM6,116.8108,150.0393,157.4344,115.5492,344.3666,196.3394,178.7488,101.7403,182.243,405.5326,405.5326,194.88044,168.0916,101.7403
DACT1,21.5178,12.5687,46.6472,68.4736,5.7288,84.8586,51.6385,27.4431,13.2399,85.5832,85.5832,41.76994,37.04515,5.7288
CRNKL1,878.3862,838.1775,622.9349,654.0656,945.2578,509.1514,734.856,1049.5315,823.2087,506.9158,1049.5315,756.24854,779.03235,506.9158
ZMYND10,1.537,3.9277,12.6336,6.4194,1.2731,6.6556,3.9722,12.7175,3.1153,44.7666,44.7666,9.7018,5.1958,1.2731
ATRAID,792.9068,781.6182,985.4227,1225.6205,698.9179,811.8053,1073.8828,763.6479,874.6106,1857.3394,1857.3394,986.57721,843.20795,698.9179
UCHL5,671.0548,901.8303,459.8056,543.9729,836.168,513.6273,637.4379,618.5074,586.6978,395.21,901.8303,616.4312,602.6026,395.21
NIP7,433.4294,696.7793,552.964,517.8317,719.9236,510.8153,589.8709,405.6225,391.7445,404.216,719.9236,522.31972,514.3235,391.7445
AIG1,10.7589,593.8727,384.8397,3.5663,252.0687,332.7787,120.1589,11.3788,140.9657,171.1664,593.8727,202.15548,156.06605,3.5663
BIN2,4006.1479,4359.78,6386.7833,7274.6077,3394.0165,5363.5607,3265.144,4960.5087,454.8287,5795.9565,7274.6077,4526.1334,4660.14435,454.8287
SNX9,318.9241,614.2969,292.517,447.2183,9.5481,491.6805,1198.6097,501.3387,59.19,246.2162,1198.6097,417.95395,383.0712,9.5481
ANAPC7,1042.8434,1368.4211,1064.1399,1181.883,1698.9179,1299.5008,1081.43,1253.012,1682.243,1042.7982,1698.9179,1271.51893,1217.4475,1042.7982
YTHDF2,1944.2843,2460.3299,1816.3265,1878.7447,2504.1375,1567.3877,2349.5531,1710.174,2439.2523,3839.3933,3839.3933,2250.95833,2146.9187,1567.3877
GULP1,0,0,9.7182,1.4265,0,6.6556,61.569,0,3.1153,2.6333,61.569,8.51179,2.0299,0
NAT8,3.074,2.3566,0,1.4265,2.5461,0,0,0.6693,3.1153,0,3.1153,1.31878,1.0479,0
GTSE1,491.0663,362.9222,363.4597,432.2397,211.9669,719.6339,492.5521,216.8675,392.5234,230.4163,719.6339,391.3648,377.99155,211.9669
NCKIPSD,337.3679,238.0204,302.2352,239.6576,604.7104,346.0899,427.0109,179.3842,729.7508,394.9993,729.7508,379.92266,341.7289,179.3842
CXXC5,296.6378,304.7918,221.5743,305.2782,252.7053,137.2712,837.14,319.9465,260.1246,683.3488,837.14,361.88185,300.7148,137.2712
CINP,269.7406,251.3747,311.9534,385.8773,336.7282,284.5258,262.1648,242.3025,320.8723,368.666,385.8773,303.42056,298.2396,242.3025
NT5DC3,370.4131,1224.6661,1282.7988,141.2268,1275.6206,549.0849,583.9126,208.166,2908.8785,2447.679,2908.8785,1099.24464,904.28935,141.2268
TDP2,717.0029,804.3991,924.1983,812.4108,903.8829,688.8519,393.2473,777.7778,793.6137,246.2162,924.1983,706.16009,785.69575,246.2162
AZIN1,4139.8655,4191.6732,3410.1069,3562.7675,4934.4367,2017.4709,3814.2999,2819.9465,3089.5639,2780.7951,4934.4367,3476.09261,3486.4372,2017.4709
PCF11,2611.3353,3421.0526,2831.8756,1770.3281,3647.9949,2870.2163,4047.6663,3401.6064,3627.7259,3341.6942,4047.6663,3157.14956,3371.6503,1770.3281
LIPT1,112.1998,150.0393,282.7988,106.99,255.8116,187.0799,125.0546,159.6252,154.2056,83.4107,282.7988,161.72155,152.12245,83.4107
TRMT6,446.4938,648.861,598.6395,727.5321,427.753,411.8136,280.0397,471.2182,286.6044,342.3327,727.5321,464.1288,437.1234,280.0397
ERGIC3,1894.3324,1732.1288,1967.93,2353.7803,1964.3539,2133.9434,2775.571,1428.3802,2161.215,3685.3436,3685.3436,2209.69786,2050.9367,1428.3802
DYNC2LI1,102.9779,271.0134,117.5899,37.0899,196.0535,78.203,181.7279,104.4177,204.0498,255.4329,271.0134,154.85559,149.6589,37.0899
SLC25A39,625.5524,905.7345,719.1448,1169.0442,506.6836,4386.8552,1582.9196,595.0469,932.243,1662.9471,4386.8552,1308.61713,918.98875,506.6836
STYXL1,338.9049,507.4627,456.7541,635.5207,425.2069,349.4176,335.6504,380.1874,733.6449,734.6987,734.6987,489.74483,440.9805,335.6504
ZFR,3248.415,3394.3441,3645.2867,2481.4551,3765.7543,3315.3078,2933.4657,3374.8327,4003.8941,1503.6307,4003.8941,3166.63862,3345.07025,1503.6307
NUB1,1581.318,1351.4218,1450.622,1571.719,1936.4736,1113.5691,1971.0626,1483.5877,1742.8894,1215.0969,1971.0626,1541.77601,1527.65335,1113.5691
NLK,666.2824,724.2734,644.3149,428.6733,728.8351,415.9734,770.6058,661.9813,598.9097,527.9824,770.6058,616.78317,653.1481,415.9734
WBP11,1767.5312,1913.5899,1558.7949,2186.8759,1921.7059,1823.6273,2330.6852,1540.1606,1746.1059,2891.3949,2891.3949,1968.04717,1868.6086,1540.1606
CD244,658.5975,1658.2875,343.0515,1227.5321,1404.8377,335.2745,496.5243,1329.9866,1870.7165,1786.7135,1870.7165,1111.15217,1278.75935,335.2745
RTEL1,494.7166,422.1524,517.4733,466.4693,426.4481,914.9334,746.713,571.1312,896.4564,1224.8929,1224.8929,668.13866,544.30225,422.1524
HIGD1B,3.8425,4.7133,8.7464,6.4194,5.7288,5.9817,7.9444,4.0161,17.4065,9.2167,17.4065,7.40158,6.20055,3.8425
TMEM8B,53.7944,18.8531,32.07,33.5235,3.8192,26.6223,406.1569,46.8541,7.0093,111.9165,406.1569,74.06193,32.79675,3.8192
RAB8B,2107.9731,2113.1186,2389.6987,1787.4465,1571.6104,2049.0849,1130.0894,2851.4056,1129.2835,667.5488,2851.4056,1779.72595,1918.2657,667.5488
GNG13,0.7685,0.7855,0.9718,0.7133,0,1.6639,0.993,0.6693,1.5576,1.3167,1.6639,0.94396,0.87865,0
PHAX,384.2459,410.055,299.3197,318.117,562.6989,277.8702,236.3456,353.4137,450.9346,269.9162,562.6989,356.29168,335.76535,236.3456
TM6SF1,241.3064,152.3959,120.5053,166.9044,371.7377,34.9418,40.715,99.7323,425.2336,67.1499,425.2336,172.06223,136.4506,34.9418
LRP1B,33.0451,5.4988,0,0,1.2731,0,0,3.3467,0,0,33.0451,4.31637,0,0
PANK1,158.3093,186.9599,128.2799,96.291,49.0134,41.5973,22.8401,26.7738,45.9502,14.4833,186.9599,77.04982,47.4818,14.4833
NUP54,823.8232,1123.3307,858.1147,775.321,1148.3132,737.1048,583.9126,876.8407,833.3333,709.6821,1148.3132,846.97763,828.57825,583.9126
MBD3,753.122,617.4391,1014.5773,1017.1184,594.5258,1450.0832,1087.3883,728.9157,1192.3676,2363.4125,2363.4125,1081.89499,1015.84785,594.5258
GPR84,34.5821,124.9018,138.9699,18.5449,4.4558,10.8153,2.9791,16.7336,2.3364,32.9166,138.9699,38.72355,17.63925,2.3364
CDHR5,78.3862,31.4218,32.07,60.6277,29.2807,50.7488,68.5204,57.5636,37.3832,86.8998,86.8998,53.29022,54.1562,29.2807
RAB24,437.2719,313.4328,517.0068,593.4379,39.4653,1106.4892,214.4985,541.4993,100.4673,838.7152,1106.4892,470.22842,477.13935,39.4653
SLC37A1,193.6599,755.6952,132.1672,456.4907,779.7581,524.1265,1061.569,585.0067,1196.2617,703.0988,1196.2617,638.78338,644.05275,132.1672
CLIC6,0,1.5711,0.9718,1.4265,0,2.4958,9.9305,0.6693,25.7009,2.6333,25.7009,4.53992,1.4988,0
GNG2,2848.7992,1934.7997,3448.0078,3039.2297,1815.4042,834.4426,2212.5124,1856.7604,792.0561,493.7491,3448.0078,1927.57612,1895.78005,493.7491
GDAP1,114.5053,89.5522,102.0408,236.0913,83.3864,66.5557,66.5343,121.1513,69.3146,139.5664,236.0913,108.86983,95.7965,66.5343
SIAE,655.5235,442.8044,94.2663,350.428,877.1483,298.0116,507.4479,787.4632,937.0327,78.9999,937.0327,502.91258,475.12615,78.9999
FBXW5,889.9135,577.3763,1067.0554,1631.2411,573.5201,1326.1231,1136.0477,937.0817,1250,2246.2294,2246.2294,1163.45883,1101.55155,573.5201
ANKIB1,1489.3372,1905.7345,1138.9699,1129.8146,1679.1852,1391.8469,1851.0427,1797.8581,1823.2087,714.9487,1905.7345,1492.19465,1584.2612,714.9487
CHPF2,1500.0961,1038.4918,1303.207,1683.3096,1022.2788,1866.0566,2156.9017,937.0817,980.5296,4265.9925,4265.9925,1675.39454,1401.65155,937.0817
TRMT13,553.1374,1108.7824,515.9475,272.1184,1245.2896,645.0499,520.5065,617.6439,714.0732,185.3863,1245.2896,637.79351,585.39065,185.3863
TMCO1,1098.9433,1467.3998,1572.4004,1410.8417,1272.4379,1185.5241,1350.5462,1354.083,1183.8006,1256.0978,1572.4004,1315.20748,1311.49205,1098.9433
CPVL,3063.2085,361.3511,640.4276,428.6733,8.275,365.2246,235.3525,5143.909,86.4486,372.616,5143.909,1070.54862,368.9203,8.275
APBB1IP,4134.4861,2933.2286,4344.0233,5703.9943,4527.0528,3333.6106,3084.4091,3159.9732,4319.3146,2685.9953,5703.9943,3822.60879,3734.04835,2685.9953
FAM193B,906.0519,1179.89,952.381,1002.8531,1063.0172,2190.5158,1516.3853,1169.344,2577.8816,3058.6113,3058.6113,1561.69312,1174.617,906.0519
MTMR12,1185.7829,1131.1862,1134.1108,1231.8117,1012.7307,1023.2945,1660.3774,1902.2758,1169.7819,638.5822,1902.2758,1208.99341,1151.94635,638.5822
WDR5B,308.9337,378.6332,301.2634,101.2839,469.7645,277.8702,296.9215,461.8474,341.1215,147.4664,469.7645,308.51057,305.09855,101.2839
DDX49,435.7349,348.7824,276.9679,557.0613,418.205,478.3694,428.004,318.6078,537.3832,1099.4147,1099.4147,489.85306,431.86945,276.9679
MXRA8,64.5533,22.7808,14.5773,65.6205,17.1865,131.4476,173.7835,44.1767,42.8349,40.8166,173.7835,61.77777,43.5058,14.5773
ARL15,232.853,260.8013,270.1652,84.8787,168.6824,197.1714,157.8947,252.3427,124.6106,46.0833,270.1652,179.54833,182.9269,46.0833
SLC6A20,1.537,0,3.8873,0,2.5461,0,2.9791,1.3387,6.2305,1.3167,6.2305,1.98354,1.43785,0
RAB39A,79.9232,11.7832,109.8154,10.699,1.2731,0.8319,13.9027,135.8768,4.6729,3.95,135.8768,37.27282,11.2411,0.8319
KLHDC4,233.952,263.7471,118.7172,209.7004,279.2998,256.7887,334.7368,160.0335,322.1729,338.1721,338.1721,251.73205,260.2679,118.7172
DNAJB12,888.3766,507.4627,841.5938,1259.6291,558.8797,999.1681,848.0636,900.9371,730.5296,1593.1639,1593.1639,912.78042,868.2201,507.4627
TET2,4878.3862,3472.8987,4778.4257,3131.2411,3756.8428,4341.9301,3885.7994,5504.0161,4271.8069,2279.146,5504.0161,4030.0493,4078.80315,2279.146
ZNF561,1615.3698,1812.2545,1566.5695,1110.5563,2858.6887,1026.6223,1592.85,1896.921,2428.3489,938.7817,2858.6887,1684.69627,1604.1099,938.7817
SWT1,195.1969,355.8523,538.3868,189.0157,297.2629,633.9434,363.4558,253.012,366.0436,342.3327,633.9434,353.45021,349.0925,189.0157
GON4L,2100.1268,2074.7447,1766.2779,1576.3267,2140.4774,1802.421,1883.6147,2005.2811,2226.2773,1500.8262,2226.2773,1907.63738,1944.4479,1500.8262
PGPEP1,1149.6638,1556.9521,1883.3819,1490.0143,1754.9332,1712.1464,1200.5958,1740.9639,1696.2617,2830.8284,2830.8284,1701.57415,1704.20405,1149.6638
TOR4A,1095.8694,358.9945,795.9184,1478.602,865.6906,685.5241,159.8808,840.0268,746.1059,720.2154,1478.602,774.68279,771.01215,159.8808
EPS8L1,32.2767,3.9277,27.2109,24.9643,2.5461,6.6556,19.861,18.7416,128.5047,35.5499,128.5047,30.02385,22.41265,2.5461
ST7L,232.0845,226.2372,210.8844,170.4708,433.4819,407.6539,191.6584,269.7456,311.5265,363.3994,433.4819,281.71426,250.91505,170.4708
ANKHD1,5940.9568,7601.7596,6734.1205,6103.7375,7353.1954,6458.827,3899.1658,5276.332,7210.2882,8728.3392,8728.3392,6530.6722,6596.47375,3899.1658
RETSAT,478.0019,296.9364,481.0496,625.535,323.3609,301.9967,522.3436,425.7028,475.8567,460.8325,625.535,439.16161,468.3446,296.9364
NSUN2,1603.8425,1765.1218,1305.1506,1542.796,2028.0076,1690.5158,1457.7954,1338.0187,1484.4237,1036.2149,2028.0076,1525.1887,1513.60985,1036.2149
MTMR10,1718.7781,1668.9238,1470.1846,1421.2482,2020.853,1276.8552,1520.864,1881.9612,1215.4984,1057.0577,2020.853,1525.22242,1495.5243,1057.0577
PXK,1942.7474,1663.7863,1402.3324,1152.6391,3502.8644,1050.7488,683.2175,1087.0147,3089.5639,1048.0648,3502.8644,1662.29793,1277.48575,683.2175
FOCAD,979.0586,895.5224,480.0777,821.6833,2595.7989,599.0017,1177.7557,963.8554,1509.3458,288.3495,2595.7989,1031.0449,929.6889,288.3495
ZSCAN32,269.7406,364.4933,352.7697,181.883,552.5143,283.6938,226.4151,286.4793,360.5919,171.1664,552.5143,304.97474,285.08655,171.1664
COMMD4,169.0682,208.1697,350.826,365.9058,245.0668,525.7903,282.0258,244.3106,323.2087,887.4318,887.4318,360.18037,302.61725,169.0682
TXNL4B,237.464,302.4352,296.4043,318.117,285.1687,306.1564,356.5045,283.8019,415.109,372.616,415.109,317.3777,304.2958,237.464
TMEM70,283.5735,422.6237,431.4869,464.3367,472.9472,261.2313,414.1013,344.0428,285.0467,364.716,472.9472,374.41061,389.40865,261.2313
TTC12,1.537,18.0676,17.4927,29.2439,3.1827,8.3195,6.9513,23.427,31.1526,86.8998,86.8998,22.62741,17.78015,1.537
HCFC1R1,118.7781,103.5035,139.6404,289.301,86.2763,162.396,85.1341,108.2664,134.595,273.1289,289.301,150.10197,126.68655,85.1341
C1orf159,82.9971,74.6269,80.6608,75.6063,63.0172,231.2812,93.3466,61.5797,137.0717,206.7163,231.2812,110.69038,81.82895,61.5797
AURKAIP1,189.049,185.3888,339.1642,434.3795,157.2247,526.6223,202.5819,183.4003,265.5763,517.4491,526.6223,300.08361,234.0791,157.2247
TRMT61B,210.805,299.1045,158.241,149.4009,325.105,200.2912,221.1221,174.9598,296.5888,278.8827,325.105,231.4501,215.96355,149.4009
HERC6,211.3353,450.9034,202.138,120.5421,381.2858,455.9068,172.7905,304.5515,389.4081,230.4163,455.9068,291.92778,267.4839,120.5421
PIH1D1,385.7829,430.4792,581.1467,759.6291,380.6493,608.1531,601.7875,477.2423,613.7072,1156.0313,1156.0313,599.46086,591.4671,380.6493
HEATR3,824.5917,764.3362,628.7658,500,707.1929,768.7188,395.2334,629.1834,536.6044,202.7663,824.5917,595.73929,628.9746,202.7663
TRMT12,275.1201,238.806,154.519,261.0556,482.4952,274.5424,136.0477,206.158,263.2399,180.383,482.4952,247.23669,249.9308,136.0477
PLEKHB2,4175.2161,3278.0833,3039.8445,3540.6562,2817.9504,2594.8419,1299.9007,3261.0442,2548.2866,1930.23,4175.2161,2848.60539,2928.89745,1299.9007
MRPL20,437.1182,447.7219,520.7872,588.1027,421.3686,715.183,453.4856,350.7296,495.662,529.8784,715.183,496.00372,474.5738,350.7296
SUSD4,3.074,0.7855,0.9718,2.1398,3.8192,4.1597,0.993,0,3.1153,2.6333,4.1597,2.16916,2.38655,0
WIPI1,180.5956,371.5632,379.9806,298.1455,129.8536,318.6356,112.2145,182.7309,87.2274,89.5332,379.9806,215.04801,181.66325,87.2274
TMEM248,2596.7339,2662.2152,2241.9825,2306.7047,2776.5754,2118.9684,2626.6137,2506.0241,2191.5888,1903.8967,2776.5754,2393.13034,2406.3644,1903.8967
DET1,171.3737,224.6661,161.3217,107.7033,302.9917,143.9268,216.4846,208.166,225.8567,139.5664,302.9917,190.2057,189.76985,107.7033
RNF31,989.8175,745.4831,831.8756,1113.4094,1028.5551,1070.1997,1214.1807,960.5087,1205.6075,1216.5979,1216.5979,1037.62352,1049.3774,745.4831
KIF26B,939.8655,64.4148,728.863,862.3395,123.4882,298.6689,15.8888,44.1767,304.5171,21.0666,939.8655,340.32891,211.07855,15.8888
WDYHV1,96.0615,102.121,147.7162,189.729,173.1381,115.6406,209.5333,155.2878,140.1869,193.5497,209.5333,152.29641,151.502,96.0615
GPATCH1,282.0365,322.0738,297.3761,290.2996,357.7339,384.3594,211.5194,316.5997,378.5047,223.8329,384.3594,306.4336,306.9879,211.5194
SLFN12,418.828,175.1767,208.9407,164.7646,265.436,437.604,42.7011,366.8005,280.3738,18.4333,437.604,237.90587,237.18835,18.4333
AGGF1,1408.6455,1576.5907,1519.9223,1151.2126,1357.0974,1117.3045,954.3198,1428.3802,1385.514,584.599,1576.5907,1248.3586,1371.3057,584.599
XKR8,202.8818,164.1791,238.0952,373.0385,220.2419,278.7022,148.9573,222.8916,322.4299,185.6497,373.0385,235.70672,221.56675,148.9573
SRBD1,733.1412,1037.7062,533.5277,544.2225,1089.1152,466.7221,589.8709,524.0964,725.8567,533.2491,1089.1152,677.7508,567.0467,466.7221
ANKZF1,602.4976,483.1108,603.4985,484.3081,566.5181,1192.1797,694.141,896.2517,694.704,741.282,1192.1797,695.84915,648.81975,483.1108
C19orf73,5.3794,1.5711,2.9155,7.8459,1.9096,4.9917,9.9305,1.3387,10.9034,17.1166,17.1166,6.39024,5.18555,1.3387
DARS2,843.804,829.5365,642.3712,653.3524,675.366,582.3627,464.7468,655.2878,1189.2523,487.1658,1189.2523,702.32455,654.3201,464.7468
SHQ1,521.0375,614.2969,438.2896,371.612,599.6181,422.629,404.1708,394.2436,564.6417,248.8496,614.2969,457.93888,430.4593,248.8496
CEP55,894.5245,358.209,446.0641,823.1098,239.9745,250.416,326.713,375.502,449.3769,125.0831,894.5245,428.89729,366.8555,125.0831
MRPS18A,186.7435,197.172,275.9961,335.9486,194.1439,282.03,161.8669,202.1419,265.5763,321.2661,335.9486,242.28853,233.8591,161.8669
MRPS10,949.0874,926.1587,997.0845,815.9772,902.6098,778.7022,845.0844,699.4645,876.947,426.5993,997.0845,821.7715,861.0157,426.5993
RMDN3,250.5283,438.3346,297.3761,378.0314,278.8033,702.1631,539.2254,261.0442,330.9969,414.7493,702.1631,389.12526,354.51415,250.5283
VPS13D,3359.0778,2607.227,2371.2342,1898.7161,2998.7269,2132.2795,4770.6058,3651.9411,2598.1308,1472.0308,4770.6058,2785.997,2602.6789,1472.0308
DNAJC17,91.4505,88.7667,187.5607,145.5064,99.9363,131.4476,59.5829,121.8206,97.352,126.3998,187.5607,114.98235,110.87845,59.5829
FAM86C1,69.9328,129.6151,146.7444,121.9686,71.9287,106.4892,52.6316,62.249,92.6791,71.0999,146.7444,92.53384,82.3039,52.6316
MAP1S,848.415,407.6984,649.174,1099.1441,754.9332,528.2862,481.6286,541.4993,1088.0062,1321.931,1321.931,772.0716,702.0536,407.6984
DCUN1D2,316.6186,580.5185,400.3887,259.6291,689.3698,482.5291,390.2681,376.1714,384.7352,588.549,689.3698,446.87775,395.3284,259.6291
TRIM62,209.0298,99.7643,188.5326,282.4536,131.1267,277.8702,229.3942,247.6573,165.109,221.1996,282.4536,205.21373,215.1147,99.7643
USP40,620.9414,556.1665,722.0603,305.2782,182.6862,497.5042,978.1529,774.4311,34.2679,780.782,978.1529,545.22707,588.55395,34.2679
OGFOD1,796.1575,1029.0652,844.5092,739.6576,1089.1152,630.6156,714.995,692.1017,1032.7103,517.4491,1089.1152,808.63764,767.90755,517.4491
SLC47A1,7.6849,6.2844,119.5335,44.2225,1.9096,64.0599,5.9583,18.7416,1.5576,21.0666,119.5335,29.10189,13.21325,1.5576
UQCC1,819.2123,1004.7133,604.4704,694.0086,1229.1534,1069.0516,1134.0616,947.7912,1212.6168,593.8156,1229.1534,930.88948,976.25225,593.8156
PCMTD2,1183.4774,1747.8397,991.2536,1169.0442,1970.0827,1404.3261,3364.4489,2442.4364,1780.3738,900.5984,3364.4489,1695.38812,1576.0829,900.5984
MRGBP,202.1134,211.3119,290.5734,321.6833,269.8918,262.0632,173.7835,232.2624,264.0187,314.6828,321.6833,254.23844,263.04095,173.7835
ECHDC2,239.001,43.205,248.7852,97.0043,78.2941,128.9517,591.857,21.419,459.5016,836.0819,836.0819,274.41008,183.97635,21.419
FBXW7,703.9385,799.6858,865.8892,897.2896,894.3348,765.391,1244.29,945.1138,759.3458,845.2985,1244.29,872.0577,855.59385,703.9385
OLAH,0.7685,2.3566,0,2.1398,1.2731,0,0,0,0,0,2.3566,0.6538,0,0
SPTLC3,2.3055,61.2726,41.7881,3.5663,92.2979,6.6556,79.4439,2.6774,412.7726,127.7164,412.7726,83.04963,51.53035,2.3055
ABCF3,383.4774,359.78,417.8814,469.3295,390.8339,604.8253,429.9901,433.0656,543.6137,477.9492,604.8253,451.07461,431.52785,359.78
ABHD10,1022.0941,1246.6614,642.3712,671.184,1402.2915,732.9451,630.5859,991.9679,1056.8536,323.8994,1402.2915,872.08541,862.4565,323.8994
CHDH,0,17.282,1.9436,0,12.7307,2.4958,7.9444,0,6.2305,3.95,17.282,5.2577,3.2229,0
LAPTM4B,41.4986,372.3488,135.0826,62.0542,2088.4787,275.3744,1283.0189,7.3628,2207.1651,314.6828,2207.1651,678.70669,295.0286,7.3628
LGR4,0,13.3543,313.897,4.9929,5.0923,197.1714,58.5899,9.3708,18.6916,136.9331,313.897,75.80933,16.02295,0
LRRC59,2640.7224,2216.0801,2620.6122,3090.5207,1784.3603,2225.1581,2053.6643,1513.7885,2848.5592,4714.7644,4714.7644,2570.82302,2422.88515,1513.7885
CAMK2N1,2.3055,5.4988,5.8309,1.4265,3.1827,16.6389,11.9166,2.6774,2.3364,5.2667,16.6389,5.70804,4.2247,1.4265
ETNK1,3007.1085,4082.4823,2490.7677,1707.5606,4369.1916,2752.9118,2599.8014,3436.4123,4147.9751,842.6652,4369.1916,2943.68765,2880.01015,842.6652
H2AFY2,0,7.8555,111.759,0,668.3641,28.2862,26.8123,2.6774,166.6667,5.2667,668.3641,101.76879,17.3339,0
MAML3,1241.8828,1048.7038,1142.8571,1578.4593,1803.9465,389.3511,2374.3793,2347.3896,986.7601,1184.9979,2374.3793,1409.87275,1213.44035,389.3511
DNAH3,1.537,3.1422,0.9718,0,5.7288,0,5.9583,0,17.9128,0,17.9128,3.52509,1.2544,0
FOXRED1,225.1681,282.7965,314.8688,326.6762,336.7282,374.376,361.4697,305.8902,463.3956,464.7825,464.7825,345.61518,331.7022,225.1681
SUPT20H,1183.7003,1832.4902,1086.3071,1331.1056,1907.6448,1212.5458,1333.7934,1588.5207,2035.2025,1513.6374,2035.2025,1502.49478,1423.7154,1086.3071
UBE2Q1,1247.2622,1157.8947,1462.585,1867.3324,1520.0509,1124.792,1458.7885,1340.6961,1299.0654,1807.7802,1867.3324,1428.62474,1399.7423,1124.792
ITLN1,0,0,0,1.4265,1.2731,6.6556,0,0,0,2.6333,6.6556,1.19885,0,0
FERMT1,0.7685,0.7855,33.0418,0,1.9096,6.6556,34.7567,0,0.7788,130.3498,130.3498,20.90463,1.34755,0
ZDHHC7,2303.17,1189.3166,2206.0253,2885.8773,935.0732,1129.7837,1126.1172,2593.0388,1059.9688,811.0652,2885.8773,1623.94361,1159.55015,811.0652
LRRC40,560.999,810.6834,669.5821,511.4123,735.837,575.7072,562.0655,740.9639,483.6449,227.7829,810.6834,587.86782,568.88635,227.7829
TBC1D22B,341.1873,562.3409,537.3178,517.796,774.6085,945.6572,746.6634,562.1821,732.3364,612.7493,945.6572,633.28389,587.5451,341.1873
FLVCR2,529.4909,79.3401,246.8416,1239.6576,61.1076,284.5258,19.861,496.6533,115.2648,39.4999,1239.6576,311.22426,181.0532,19.861
BTBD2,1059.7502,848.3896,1020.4082,1318.117,1057.9249,1019.9667,1741.8073,1243.6412,1560.7477,3319.3109,3319.3109,1419.00637,1151.6957,848.3896
BCAS4,154.4669,336.2137,655.0049,1418.6876,133.6728,697.1714,258.1927,253.6814,194.704,481.8992,1418.6876,458.36946,297.2032,133.6728
HIF1AN,1772.9107,1957.5805,1732.7502,1147.6462,2901.9733,1753.7438,2357.4975,2567.6037,2506.2305,1295.5977,2901.9733,1999.35341,1865.2456,1147.6462
URGCP,394.2363,520.0314,484.9368,315.2639,446.8491,462.5624,465.7398,512.7175,638.6293,674.1322,674.1322,491.50987,475.3383,315.2639
NPLOC4,3226.8972,2199.5287,3220.6025,3497.1469,2379.3762,3902.6622,2855.0149,2773.0924,2257.7882,3141.5612,3902.6622,2945.36704,2998.28805,2199.5287
LIMS2,6.9164,11.7832,3.8873,5.7061,1.9096,1.6639,16.8818,0,19.4704,6.5833,19.4704,7.4802,6.1447,0
RADIL,9.2219,28.2797,4.8591,39.2297,85.9325,39.1015,145.9782,26.1044,95.0156,30.2833,145.9782,50.40059,34.6924,4.8591
IARS2,2131.0279,1925.3731,2005.8309,2110.5563,1861.2349,1297.8369,1625.6207,2146.5863,1904.9844,1252.1478,2146.5863,1826.11992,1915.17875,1252.1478
POLR3B,236.6955,267.8712,285.7143,110.5563,352.0051,273.7105,119.1658,161.3119,191.5888,127.7164,352.0051,212.63358,214.14215,110.5563
BTBD7,1732.1806,1775.3339,1691.9339,1408.7019,2352.6416,1327.787,1577.9543,1975.9036,1827.1028,1057.2815,2352.6416,1672.68211,1712.05725,1057.2815
FAM222B,534.1018,666.9285,596.6958,450.7846,840.8657,623.1281,663.3565,647.2557,911.9938,712.3154,911.9938,664.74259,655.3061,450.7846
AP5M1,1003.6503,1035.3496,907.6774,676.8902,1175.6843,632.2795,651.4399,1139.2236,935.3583,355.4994,1175.6843,851.30525,921.51785,355.4994
NUP133,1243.4198,1578.1618,1072.8863,1114.8359,1845.3215,1119.8003,1098.3118,1439.759,1563.0841,937.465,1845.3215,1301.30455,1181.61005,937.465
