Gene,TCGA-UB-A7MB-01A-11R-A33R-07,TCGA-4R-AA8I-01A-11R-A38B-07,TCGA-W5-AA39-01A-11R-A41I-07,TCGA-CC-A7IH-01A-11R-A33J-07,TCGA-WQ-A9G7-01A-11R-A37K-07,TCGA-DD-AAC8-01A-11R-A41C-07,TCGA-DD-A1EE-11A-11R-A131-07,TCGA-DD-A1EE-01A-11R-A131-07,TCGA-DD-AACI-01A-11R-A41C-07,TCGA-DD-A3A9-01A-11R-A266-07,MAX,AVG,MED,MIN
TMEM126B,443.8202,725.2747,658.9057,479.6585,1165.1129,535.3577,480.8871,405.0382,444.4444,818.307,1165.1129,615.68064,508.1224,405.0382
LIN37,254.3867,210.6799,281.6065,213.5912,232.5834,276.2423,88.1938,146.7103,307.8313,392.8286,392.8286,240.4654,243.48505,88.1938
PCDHAC2,13.853,183.0495,393.9814,0,11.3528,1.1403,44.1319,9.0886,0,2.4363,393.9814,65.90338,10.2207,0
TEX14,12.1723,18.544,5.8207,2.5113,1.6573,0,7.0032,3.1737,13.3869,1.3765,18.544,6.56459,4.4972,0
YLPM1,1047.2846,1052.1978,639.1153,782.0191,374.5598,806.1723,997.9574,1413.4682,350.7363,499.6559,1413.4682,796.31667,794.0957,350.7363
NAT14,86.6105,105.7692,154.8312,100.452,333.9548,127.7105,57.1929,42.8444,253.012,286.9924,333.9548,154.93699,116.73985,42.8444
REXO4,463.9513,947.1154,470.3143,597.1873,1622.5399,988.6158,569.5944,624.0206,882.1954,801.1012,1622.5399,796.66356,712.5609,463.9513
AICDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEG1,399.3446,662.7747,483.1199,459.0658,351.357,378.5703,661.8033,420.9065,547.5234,1097.7288,1097.7288,546.21943,471.09285,351.357
RIMKLB,166.4747,35.8929,41.0128,50.9945,77.3068,29.5616,74.2574,42.769,42.838,120.4198,166.4747,68.15275,46.91625,29.5616
PCDH19,1.8727,6.8681,3.4924,4.5203,0,5.1312,12.8392,1.1901,1.3387,2.7529,12.8392,4.00056,3.12265,0
HACE1,164.794,78.9835,302.6775,82.3707,91.1539,71.8371,121.389,71.0106,16.0643,50.9291,302.6775,105.12097,80.6771,16.0643
KLHL42,778.0899,864.6978,339.9302,482.1698,847.7315,232.6155,278.9612,426.0637,321.2851,302.8217,864.6978,487.43664,382.99695,232.6155
BEGAIN,0.9363,2.7473,54.7148,10.5475,273.4618,2.8507,10.5048,1.5868,9.3708,116.9993,273.4618,48.37201,9.9378,0.9363
SLAIN2,951.3109,1296.7033,1705.4715,1290.3064,832.8154,640.2627,1154.3624,1098.8793,843.3735,640.7433,1705.4715,1045.42287,1025.0951,640.2627
GBA2,1595.0094,1535.419,3873.3644,1151.8533,1126.9277,1428.4586,1238.8445,1000.1388,735.0067,994.735,3873.3644,1467.97574,1195.3489,735.0067
MARK4,1225.1873,1201.2363,749.709,793.5711,1542.1587,2083.847,616.2825,1036.5963,615.7965,2432.2092,2432.2092,1229.65939,1118.9163,615.7965
TRMT11,213.015,162.0879,472.6426,165.7459,177.3358,189.2851,350.1605,166.6171,33.4672,201.6518,472.6426,213.20089,183.31045,33.4672
RINT1,295.7069,648.0632,737.5553,341.788,773.9631,405.4465,322.1477,699.1292,469.8795,224.2395,773.9631,491.79189,437.663,224.2395
DUS1L,1529.9625,1968.4066,3633.2945,2706.6801,5812.3058,3002.3361,2474.4675,2194.5849,4593.0388,5708.8782,5812.3058,3362.3955,2854.5081,1529.9625
LIN7B,60.3933,20.6044,91.9674,37.6695,50.549,78.1086,31.5144,25.786,147.2557,128.011,147.2557,67.18593,55.47115,20.6044
POPDC3,0,7.5549,3.4924,0,0,0,0,1.1901,1.3387,10.3235,10.3235,2.38996,0.59505,0
STRA6,0,6.1813,0,0.5023,163.2484,3.4208,0,1.1901,2.6774,22.0234,163.2484,19.92437,1.93375,0
CDH24,242.9775,51.511,97.7881,62.7825,463.2277,3.991,19.8424,15.0749,53.5475,110.8052,463.2277,112.15478,58.165,3.991
ZFP69B,12.6404,26.0989,22.1187,16.5746,12.4301,10.8326,11.672,43.2411,10.7095,13.7646,43.2411,18.00825,13.2025,10.7095
DLK2,1.8727,5.4945,149.0105,3.5158,43.0909,8.552,1.1672,0.7934,5.3548,700.6194,700.6194,91.94712,5.42465,0.7934
OCEL1,531.8352,1059.0659,464.4936,1744.3496,448.3116,1183.6023,807.7035,475.2554,1095.0469,1163.1108,1744.3496,897.27748,933.3847,448.3116
PLEKHF2,485.0187,337.9121,703.1432,420.894,337.2695,312.4345,301.138,572.052,655.9572,211.287,703.1432,433.71062,379.40305,211.287
KATNBL1,294.4757,225.9615,193.248,277.7499,232.0282,161.9186,205.4275,213.4285,240.9639,298.6924,298.6924,234.38942,228.99485,161.9186
ZNF408,529.4944,504.8077,552.9686,301.8584,554.3816,492.5975,238.1091,261.4301,429.7189,539.5733,554.3816,440.49396,498.7026,238.1091
ZNF606,80.0562,255.1992,265.8091,240.6128,15.7448,247.2395,128.3922,185.0679,93.7082,255.2099,265.8091,176.70398,212.84035,15.7448
HKDC1,1054.3071,338.5989,933.6438,1.0045,8221.2554,354.6246,505.3983,350.6893,1870.1473,1158.9814,8221.2554,1478.86506,719.52105,1.0045
TRAF3IP3,8.427,51.511,24.447,64.2893,31.4895,42.7602,170.4114,7.9341,262.3829,84.6524,262.3829,74.83048,47.1356,7.9341
PTDSS2,307.5843,371.5659,427.241,382.22,2643.4638,576.9776,428.363,468.9081,760.3748,1264.969,2643.4638,763.16675,448.63555,307.5843
SPRY4,223.3146,528.1593,273.5739,316.9262,642.2208,198.9775,535.7456,299.9107,318.6078,636.6139,642.2208,397.40503,317.767,198.9775
CABLES2,718.1648,78.2967,187.4272,278.2521,434.2242,375.7196,110.8842,228.5034,224.8996,118.3758,718.1648,275.47476,226.7015,78.2967
ABHD11,360.4869,361.9505,466.8219,79.3571,2195.1523,183.5838,234.6075,226.1232,1096.3855,332.4157,2195.1523,553.68844,346.4513,79.3571
PLVAP,1332.397,1899.0385,1379.5111,1867.4033,1639.1133,1628.8785,327.9837,1739.5616,2684.0696,6940.1239,6940.1239,2143.80805,1689.33745,327.9837
FGFBP2,2.3408,16.4835,13.9697,19.5881,0,18.8145,7.0032,1.5868,28.1124,11.0117,28.1124,11.89107,12.4907,0
SLC7A6OS,79.0403,160.9547,98.3236,149.769,55.3056,209.4566,132.0689,122.646,5.2343,53.0833,209.4566,106.58823,110.4848,5.2343
PPP1R1B,1.8727,94.7802,1.1641,7.5339,37.2902,15.3937,0,0.3967,2.6774,2.0647,94.7802,16.31736,2.37105,0
ARID5B,250.4682,253.4341,98.9523,402.3104,222.0841,1151.1046,634.9577,494.694,263.7216,253.9573,1151.1046,402.56843,258.83945,98.9523
MSANTD4,220.5056,481.456,263.0966,37.1673,586.6998,288.4888,177.4146,16.6617,29.4511,101.17,586.6998,220.21115,198.9601,16.6617
SPSB2,179.7753,241.0714,111.7579,448.0161,505.49,389.973,52.5241,144.4015,451.1379,244.3221,505.49,276.84693,242.69675,52.5241
RSPO3,0.4682,9.6154,0,7.5339,9.9441,1.7104,70.0321,0.3967,4.0161,15.8293,70.0321,11.95462,5.775,0
DGCR6L,1060.8614,2897.6648,2346.915,1236.0623,1451.8334,567.8554,1949.2267,889.4178,2216.8675,1912.5946,2897.6648,1652.92989,1682.214,567.8554
TSPYL5,8.427,24.0385,73.3411,26.1175,39.7763,15.9638,119.0546,25.3893,18.7416,52.9938,119.0546,40.38435,25.7534,8.427
SAPCD2,22.4719,72.1154,293.3644,28.6288,1421.1726,34.2082,8.1704,12.6946,21.419,56.435,1421.1726,197.06803,31.4185,8.1704
CCDC149,417.603,289.1484,362.0489,14.0633,542.7802,229.1947,201.9259,27.3728,441.7671,199.5871,542.7802,272.54914,259.17155,14.0633
GGT1,94.5693,17.8571,9.3132,4.0181,1402.9418,5.7014,717.829,17.8518,556.8942,33.7233,1402.9418,286.06992,25.7902,4.0181
ACY3,648.4082,483.5165,146.6822,1116.5244,260.203,189.2851,546.2504,529.2076,669.344,202.34,1116.5244,479.17614,506.36205,146.6822
FDXACB1,87.7013,97.1016,62.8638,58.232,77.8952,54.7331,64.1961,97.233,81.66,115.6228,115.6228,79.72389,79.7776,54.7331
MRPS36,471.4419,583.1044,1281.7229,396.7855,362.9584,602.0636,546.2504,393.5337,1186.0776,604.9553,1281.7229,642.88937,564.6774,362.9584
ARRDC1,326.779,727.3352,655.4133,782.5213,3615.4962,816.4347,692.1506,631.1614,638.5542,682.7254,3615.4962,956.85713,687.438,326.779
ADAMTSL1,15.9176,76.2363,41.9092,55.7509,29.0035,107.1856,65.3633,32.53,38.822,99.7935,107.1856,56.25119,48.83005,15.9176
OPALIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D31,128.2772,161.4011,222.3516,132.0944,222.0841,165.3394,40.8521,264.2071,224.8996,17.2058,264.2071,157.87124,163.37025,17.2058
ERI2,356.882,699.1896,520.5704,477.6595,174.6758,257.958,521.3189,456.8878,254.4578,316.4556,699.1896,403.60554,406.8849,174.6758
KRT71,0,0,0,0,0,0,0,0,0,2.0647,2.0647,0.20647,0,0
CYGB,146.5356,136.6758,251.4552,213.9628,212.9687,302.1721,675.8097,130.12,232.9317,1101.17,1101.17,340.38016,223.44725,130.12
WDFY2,336.1423,97.5275,84.9825,129.0809,114.3567,92.9322,248.6139,192.7998,208.8353,35.788,336.1423,154.10591,121.7188,35.788
CMTM5,0.9363,0,0,0,0,0,1.1672,0,0,0.6882,1.1672,0.27917,0,0
TM4SF19,1.8727,27.1635,2.3283,1.1853,4.1434,1.1403,3.0931,3.9671,41.419,2.0647,41.419,8.83774,2.7107,1.1403
TSEN15,635.2996,584.478,665.8906,443.4957,549.4096,935.023,304.6396,808.8862,925.0335,594.6318,935.023,644.67876,614.9657,304.6396
SLC18B1,155.4307,252.7473,533.1781,69.3119,160.7624,54.1629,208.9291,115.4418,136.5462,86.0289,533.1781,177.25393,145.98845,54.1629
THEM4,353.9326,359.2033,413.2712,425.4144,262.689,566.7152,278.9612,1000.4959,585.0067,321.404,1000.4959,456.70935,386.23725,262.689
OLFM3,0,0,0,1.0045,0,0,3.5016,0,0,0,3.5016,0.45061,0,0
PRAP1,307.1161,25188.1868,5620.4889,28043.1944,886.6791,12283.0098,5167.2016,3046.7123,26103.079,7120.4405,28043.1944,11376.61085,6370.4647,307.1161
ANKRD22,960.6742,33.6538,0,4.0181,9.9441,31.9276,47.8553,3.1737,425.7028,4.8176,960.6742,152.17672,20.93585,0
OR51L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSI2,283.7079,105.7692,118.7427,58.7644,128.4442,76.3982,75.8681,159.8731,87.0147,124.5699,283.7079,121.91524,112.25595,58.7644
USP43,2286.0487,44.6429,1391.1525,9.0407,311.5807,0,127.225,26.1827,18.7416,8.947,2286.0487,422.35618,35.4128,0
ZNF543,55.2434,106.456,75.6694,62.7825,20.7168,89.5114,64.1961,94.8131,25.4351,68.8231,106.456,66.36469,66.5096,20.7168
MFSD12,905.8989,684.7527,2650.7567,580.1105,3380.1533,696.136,1032.9734,1545.5718,1712.1821,1511.3558,3380.1533,1469.98912,1272.1646,580.1105
PUSL1,377.5421,224.5536,419.092,194.7212,1151.1829,138.9136,131.8938,173.7578,742.9719,509.9725,1151.1829,406.46014,301.04785,131.8938
TCEANC2,181.1798,118.1319,93.1315,124.0583,29.8322,54.1629,105.0481,170.1874,44.1767,52.9938,181.1798,97.29026,99.0898,29.8322
C9orf116,22.9401,77.6099,5.8207,66.8006,62.9791,36.4887,29.18,28.5629,14.7256,10.3235,77.6099,35.54311,28.87145,5.8207
TAF1L,17.3221,10.989,15.1339,24.1085,1.6573,15.9638,22.1768,23.8024,1.3387,4.1294,24.1085,13.66219,15.54885,1.3387
ROMO1,1693.3521,1080.3571,600.6985,1197.8905,4723.4307,2467.5486,1049.3143,578.0026,5831.3253,3946.318,5831.3253,2316.82377,1445.6213,578.0026
RAD9B,146.5356,52.8846,5.8207,15.5701,24.8602,3.991,24.5112,13.488,9.3708,11.6999,146.5356,30.87321,14.52905,3.991
CD300LF,5.618,22.6648,8.149,6.5294,28.1748,13.6833,29.18,9.1243,133.8688,15.8293,133.8688,27.28217,14.7563,5.618
DNAH2,3.7453,2.0604,15.1339,1.0045,3.3147,1.7104,19.8424,3.5704,0,6.8823,19.8424,5.72643,3.44255,0
ODF4,0,0.6868,0,0,0,0,0,0,0,0,0.6868,0.06868,0,0
SAMD11,1.0253,105.0412,16.5658,1.7931,417.485,0,139.9008,1.3686,20.9237,299.5733,417.485,100.36768,18.74475,0
UBE2U,0,21.2912,1.1641,0,0.8287,0,0,0,0,0,21.2912,2.3284,0,0
LCA5L,8.8951,58.3791,13.9697,37.6695,18.2308,14.2534,17.508,55.539,20.0803,5.5058,58.3791,25.00307,17.8694,5.5058
RDH10,2119.8502,1392.8571,1320.1397,2488.6991,1079.7597,422.4708,2244.5287,1413.0715,5026.7738,2514.1087,5026.7738,2002.22593,1766.46085,422.4708
LDHAL6A,0.4682,2.0604,0,2.5113,0,1.1403,2.3344,0,0,0,2.5113,0.85146,0.2341,0
SYNE3,89.4195,17.8571,11.6414,11.0497,14.9161,8.552,29.18,11.9012,5.3548,11.0117,89.4195,21.08835,11.7713,5.3548
ZNF114,1.4045,4.8077,0,2.009,0.8287,1.7104,1.1672,0,1.3387,4.8176,4.8176,1.80838,1.3716,0
APOBEC3H,1.4045,5.4945,2.3283,1.5068,5.8007,1.1403,7.0032,0.7934,41.4993,12.3882,41.4993,7.93592,3.9114,0.7934
WBP2NL,1.8727,4.8077,5.8207,10.0452,3.3147,3.4208,1.1672,13.8848,2.6774,0.6882,13.8848,4.76994,3.36775,0.6882
ZNF467,20.5993,164.1484,478.4633,294.8267,1035.0114,54.1629,115.553,133.2937,248.996,1480.3854,1480.3854,402.54401,206.5722,20.5993
DHX36,1257.9588,486.9505,627.4738,719.7388,330.6401,686.4437,601.1088,620.4503,293.1727,280.7983,1257.9588,590.47358,610.77955,280.7983
COMMD6,944.7566,917.5824,408.6147,1300.3516,1199.9171,2394.001,996.7902,658.1375,1776.4391,1507.2264,2394.001,1210.38166,1098.35365,408.6147
ZNF384,1041.6667,820.0549,956.9267,695.6303,973.6897,979.4936,574.2632,661.3111,748.3266,801.7894,1041.6667,825.31522,810.92215,574.2632
FAM76A,253.7453,178.5714,195.5763,180.3114,86.1819,117.448,78.2025,163.0467,95.0469,63.3173,253.7453,141.14477,140.24735,63.3173
IBA57,229.4007,261.6758,873.1083,440.9844,272.6331,405.9368,236.9419,585.54,449.7992,330.351,873.1083,408.63712,368.1439,229.4007
TRIM65,454.1199,219.0934,370.1979,254.6459,1044.1268,416.1993,169.2442,283.249,589.0228,594.6318,1044.1268,439.4531,393.1986,169.2442
KDM1B,344.5693,285.7143,415.5995,1351.5821,314.0667,557.0229,326.8165,1274.2239,188.755,278.0454,1351.5821,533.63956,335.6929,188.755
LCE5A,0,0,0,0,0,0.5701,0,0,0,0,0.5701,0.05701,0,0
MCOLN2,0.9363,18.544,2.3283,2.5113,9.1154,3.4208,32.6816,2.3802,22.7577,5.5058,32.6816,10.01814,4.4633,0.9363
HIST1H2BA,0,0,0,0.5023,0,0,0,0.3967,0,0,0.5023,0.0899,0,0
NPNT,17.7903,231.456,32.596,431.9437,261.8604,83.2399,137.7298,22.2156,125.8367,243.6339,431.9437,158.83023,131.78325,17.7903
HSPA12A,12.6404,100.9615,123.3993,34.1537,72.0945,86.0905,71.1993,933.0556,111.1111,71.576,933.0556,161.62819,79.0925,12.6404
PYDC1,0,0.6868,0,0,0,0,0,0,0,0,0.6868,0.06868,0,0
INO80E,756.0534,748.2418,790.0349,936.6349,1179.0512,1162.9577,483.9451,550.9471,899.1834,1074.1913,1179.0512,858.12408,844.60915,483.9451
CLEC18A,0,6.9093,6.9849,0.5625,0,0,2.3344,0,0,4.8176,6.9849,2.16087,0.28125,0
CCDC66,162.7341,191.7445,117.3108,140.7333,140.3439,143.9251,72.2848,151.5462,67.4029,69.9036,191.7445,125.79292,140.5386,67.4029
SCARA5,0,39.1484,2.3283,2.009,0,1.1403,70.0321,28.1662,1.3387,4.1294,70.0321,14.82924,2.16865,0
TRIM42,0,0,0,0,0.8287,0.5701,0,0,0,0,0.8287,0.13988,0,0
SERPINA9,0,0.6868,0,14.0633,1.6573,2.2805,1.1672,0,0,0.6882,14.0633,2.05433,0.6875,0
NLRP9,5.1498,8.9286,6.9849,13.0588,3.3147,11.9729,5.836,1.1901,0,0.6882,13.0588,5.7124,5.4929,0
KLHL17,113.764,106.456,230.5006,153.1894,203.0247,108.3258,46.6881,66.6468,68.2731,46.1115,230.5006,114.298,107.3909,46.1115
MACC1,1.8727,13.0495,4.6566,1.5068,82.0385,3.4208,53.6913,3.9671,20.0803,0.6882,82.0385,18.49718,4.31185,0.6882
TUBB2B,12.0506,17.8159,41.3038,78.1768,264.3464,46.6086,37.082,23.616,8.4337,17.7977,264.3464,54.72315,30.349,8.4337
TBX10,7.4906,28.1593,34.9243,20.0904,0.8287,27.3665,3.5016,11.9012,21.419,24.7763,34.9243,18.04579,20.7547,0.8287
RBPMS2,389.0449,312.5,216.5308,203.9176,350.5283,34.7783,382.8421,331.6473,811.245,379.9036,811.245,341.29379,341.0878,34.7783
CLEC18A,2.809,45.9753,77.9977,12.9985,23.2028,3.4208,4.6688,4.3638,17.4029,16.5175,77.9977,20.93571,14.758,2.809
TEPP,0,0,0,0,0,0,0,0,0,1.3765,1.3765,0.13765,0,0
ZNF829,0.9363,25.4121,20.9546,5.5249,0.8287,7.4118,5.836,4.7605,1.3387,4.1294,25.4121,7.7133,5.1427,0.8287
SFT2D2,159.6208,82.397,104.7264,108.9252,101.8438,136.2454,124.8906,136.4673,472.5569,198.2106,472.5569,162.5884,130.568,82.397
PSMG4,338.4831,179.9451,374.8545,538.4229,643.8782,734.3352,217.0995,351.4827,764.3909,331.7275,764.3909,447.46196,363.1686,179.9451
LAMTOR4,969.1011,1337.9121,1287.5437,1025.113,3635.3843,1602.6523,873.0668,917.1873,4851.4056,3911.2182,4851.4056,2041.05844,1312.7279,873.0668
SNX30,208.8015,248.6264,225.844,445.5048,195.5666,553.0319,508.8999,382.4259,128.5141,218.1693,553.0319,311.53844,237.2352,128.5141
HIST2H2BF,132.8464,35.6113,50.0582,6.0271,120.9861,11.9729,21.0096,106.5873,1.3387,2.0647,132.8464,48.85023,28.31045,1.3387
ELMOD1,0,10.989,0,0,0,0.5701,0,0,0,0,10.989,1.15591,0,0
VTN,4.4476,4.1209,9.3132,0.5023,1.6573,0,1.3656,0,0,0,9.3132,2.14069,0.93395,0
SPAG11B,0,0,0,0,0.8287,1.7104,0,0,0,0,1.7104,0.25391,0,0
PHLDB3,377.809,586.5385,548.312,552.9884,385.3325,777.0954,402.6846,286.8194,875.502,685.4783,875.502,547.85601,550.6502,286.8194
SHISA9,1.4045,0,10.4773,0,29.8322,3.4208,16.3408,1.5868,0,4.8176,29.8322,6.788,2.5038,0
