Gene,TCGA-CA-6717-01A-11R-1839-07,TCGA-CK-4951-01A-01R-1410-07,TCGA-WS-AB45-01A-11R-A41B-07,TCGA-A6-6781-01B-06R-A277-07,TCGA-A6-6781-01A-22R-A278-07,TCGA-A6-6781-01A-22R-1928-07,TCGA-D5-6928-01A-11R-1928-07,TCGA-AD-5900-01A-11R-1653-07,TCGA-A6-6780-01A-11R-A278-07,TCGA-A6-6780-01B-04R-A277-07,TCGA-A6-6780-01A-11R-1839-07,MAX,AVG,MED,MIN
MMP23B,65.7362,70.4125,88.9059,5.287,56.4814,153.0368,97.5298,36.3071,0.3434,1.4837,14.8295,153.0368,53.6684818181818,56.4814,0.3434
API5,3399.3697,2709.4595,2209.7736,4212.2356,2447.8445,2024.3902,2192.5043,2273.8589,3419.2995,8255.1929,2973.8013,8255.1929,3283.43,2709.4595,2024.3902
LMO4,942.3683,1141.8919,1134.0528,1839.8792,871.1531,845.0502,1370.1022,495.332,466.6896,1008.9021,533.8606,1839.8792,968.116545454546,942.3683,466.6896
RFXANK,710.2251,570.5974,495.9419,33.9199,527.9858,948.0392,542.5937,725.249,472.4691,46.2611,851.4483,948.0392,538.611863636364,542.5937,33.9199
EIF3A,10662.7645,4676.7425,6840.9249,5321.7523,8398.969,8412.2429,8648.2112,8318.4647,7408.9973,8500,7031.1419,10662.7645,7656.38283636364,8318.4647,4676.7425
TNFSF10,823.5029,2396.8706,1198.8213,1342.145,2501.4539,1957.4366,3520.4429,1395.2282,2995.1923,2376.8546,1712.3085,3520.4429,2020.02334545454,1957.4366,823.5029
DLK1,2.7015,0,0,0.7553,0,0,0,0,0,0,0,2.7015,0.314254545454545,0,0
TNFRSF10C,47.7262,65.0782,430.047,361.0272,110.5694,79.8661,159.7104,20.7469,4.4643,28.1899,20.7612,430.047,120.744254545455,65.0782,4.4643
DYRK4,399.8199,346.7283,428.0355,186.5559,739.5228,896.2219,308.7734,396.2656,622.5962,246.2908,644.0929,896.2219,474.082109090909,399.8199,186.5559
FGF18,32.8681,20.6259,3.6206,13.5952,14.8383,13.869,31.9421,7.2614,6.1813,4.451,9.392,32.8681,14.4222636363636,13.5952,3.6206
FGF17,0.4502,3.5562,2.816,15.1057,0,1.4347,3.4072,0.5187,0.3434,1.4837,2.9659,15.1057,2.91651818181818,1.4837,0
CD84,203.5119,100.9957,493.6086,731.8731,671.0751,209.9474,610.7325,85.0622,1202.9533,1002.9674,220.4647,1202.9533,503.017445454546,493.6086,85.0622
KSR1,359.2976,248.2219,598.6061,662.3867,236.9345,382.5921,633.7308,459.0249,114.3544,310.089,185.3683,662.3867,380.964209090909,359.2976,114.3544
SYNJ2,1092.3008,812.9445,1068.4796,1184.29,1218.657,673.362,581.7717,669.0871,725.2747,814.5401,352.9412,1218.657,835.786245454545,812.9445,352.9412
HERC2,2125.6191,1319.3457,2274.1399,1904.0785,3344.3663,1743.1851,1933.5605,1404.0456,1393.2005,1106.8249,788.433,3344.3663,1757.89082727273,1743.1851,788.433
USP13,450.2476,479.0185,663.3746,932.7795,694.0506,457.6758,272.1465,296.1618,419.2995,1077.1513,301.0381,1077.1513,549.358527272727,457.6758,272.1465
UBA3,1039.6218,785.2063,866.5306,1261.3293,958.7471,728.8379,933.9864,875,1099.5879,1143.9169,746.9105,1261.3293,949.061336363636,933.9864,728.8379
SLC13A2,16.6592,0,0,7.5529,0,1.913,5.1107,3.112,47.3901,57.8635,585.7637,585.7637,65.9422818181818,5.1107,0
DNAJA3,1447.0959,1922.8307,839.9795,291.5408,967.3629,972.7403,1183.5605,1845.4357,2498.283,706.2315,2516.5596,2516.5596,1381.0564,1183.5605,291.5408
MTMR6,1275.1013,1113.4424,1388.2994,1956.9486,1372.7841,715.4472,701.0221,693.9834,2116.7582,1997.0326,732.5754,2116.7582,1278.49042727273,1275.1013,693.9834
CRLF1,54.9302,2.845,9.2526,4.5317,2.8719,7.1736,1.7036,4.668,0,2.9674,3.9545,54.9302,8.62713636363637,3.9545,0
UBE2L6,918.0549,5246.7994,1466.7458,1027.1903,1684.8675,2433.7637,5020.017,4212.1369,2163.1181,2827.8932,4569.9456,5246.7994,2870.0484,2433.7637,918.0549
S1PR2,207.1139,308.3215,368.899,448.6405,255.1234,267.8144,209.9659,257.2614,105.7692,212.1662,139.3969,448.6405,252.770209090909,255.1234,105.7692
TRIP10,877.9829,1957.6814,891.8748,352.719,881.6835,1531.3247,1395.23,2103.7344,287.4313,158.7537,848.7395,2103.7344,1026.10501818182,881.6835,158.7537
ADIPOQ,0.9005,0,0,38.5196,0,0,0,6.2241,19.2308,500,21.2556,500,53.2846,0.9005,0
PPT2,273.584,366.5078,442.4697,246.4199,189.4902,367.0732,306.1244,210.7884,164.1277,168.0861,336.4953,442.4697,279.196972727273,273.584,164.1277
NRXN1,49.9775,1.7781,7.2412,12.0846,0,0.4782,10.6474,22.3029,0,8.9021,0.9886,49.9775,10.4000545454545,7.2412,0
ZNF264,166.5916,527.3826,594.5832,5027.1903,1630.7795,445.2415,785.7751,521.7842,614.6978,1977.7448,154.2264,5027.1903,1131.45427272727,594.5832,154.2264
MED7,200.3602,220.128,122.2959,143.5045,239.3278,167.8623,186.9676,128.112,340.3159,206.2315,215.0272,340.3159,197.284809090909,200.3602,122.2959
QKI,1339.4867,646.8706,2740.7951,9954.6828,2716.3703,1331.4204,1851.7888,481.8465,1359.5467,4823.4421,478.9916,9954.6828,2520.47650909091,1359.5467,478.9916
EIF4E2,1588.9239,1497.155,1494.5037,1272.6586,1243.0685,1668.1014,1468.4838,1551.3485,1064.9038,1876.8546,1869.5007,1876.8546,1508.68204545455,1497.155,1064.9038
SLC4A7,858.172,399.3599,894.2885,4385.9517,1595.359,406.9823,739.7785,283.7137,2401.4423,3841.2463,400.8898,4385.9517,1473.38036363636,858.172,283.7137
TP53I11,3280.9545,4621.6216,3112.5102,1685.8006,1292.37,4070.7795,2252.5554,3738.0705,371.5659,1121.6617,2636.6782,4621.6216,2562.23346363636,2636.6782,371.5659
CIR1,729.4012,688.1223,445.334,518.1269,282.4068,856.0497,1026.8313,785.2697,255.8379,575.6677,783.4899,1026.8313,631.5034,688.1223,255.8379
NRG2,3.1517,0,2.816,9.0634,2.3933,3.3477,3.4072,2.5934,0,0,0,9.0634,2.43388181818182,2.5934,0
KIF20B,430.887,565.0782,738.2004,582.3263,897.4792,307.5084,669.0801,482.3651,2560.0962,3209.1988,637.1725,3209.1988,1007.21747272727,637.1725,307.5084
GNA14,108.5097,131.9346,233.7299,205.4381,99.5604,99.4739,52.8109,43.5685,43.2692,69.7329,41.0282,233.7299,102.641481818182,99.4739,41.0282
SEC24C,2888.7888,2501.0669,2640.6252,1123.1118,2367.909,2571.0187,2873.0835,2468.8797,1878.7775,1148.368,2587.2467,2888.7888,2277.17052727273,2501.0669,1123.1118
ARHGEF10,508.3296,368.0654,753.4873,1731.1178,2011.7893,1374.462,600.5111,815.8714,467.3764,698.8131,415.2249,2011.7893,885.913481818182,698.8131,368.0654
GCC2,1220.6213,1112.7312,919.2304,4599.6979,3455.4144,1184.1224,1250.8518,1077.8008,2694.7115,4568.2493,806.2284,4599.6979,2080.87812727273,1220.6213,806.2284
SOCS5,526.7897,476.1735,614.2953,2515.861,992.253,487.3266,528.5349,366.1826,615.0412,1094.9555,257.044,2515.861,770.405209090909,528.5349,257.044
ACAP1,231.4273,120.9104,214.0178,48.3384,179.0172,264.4668,1260.6474,141.5975,97.1841,48.9614,306.4755,1260.6474,264.822163636364,179.0172,48.3384
TBC1D5,1523.1878,923.8976,1408.0116,2516.6163,1358.9031,695.8393,1274.276,844.3983,1791.8956,2956.9733,639.1498,2956.9733,1448.46806363636,1358.9031,639.1498
RNF144A,772.6249,1389.7582,1171.4656,2992.4471,1423.5216,1012.9125,459.9659,372.4066,487.294,1106.8249,302.0267,2992.4471,1044.65890909091,1012.9125,302.0267
SPCS2,907.249,676.7425,623.9503,460.7251,245.5503,683.8833,618.3986,867.7386,230.4258,571.2166,686.6041,907.249,597.498563636364,623.9503,230.4258
KEAP1,1647.4561,2535.9175,1221.3495,280.2115,1897.8693,2355.3324,1969.7615,1914.4191,1506.1813,376.8546,2637.6668,2637.6668,1667.54723636364,1897.8693,280.2115
LCMT2,185.502,278.4495,142.008,305.8912,344.1533,230.99,269.1652,285.7884,116.7582,160.2374,108.2551,344.1533,220.654390909091,230.99,108.2551
C2CD2L,477.4876,339.2176,430.8556,141.994,232.8181,448.4601,621.8186,311.1774,218.0632,106.8249,470.8898,621.8186,345.418809090909,339.2176,106.8249
LRIG2,164.7906,246.4438,217.6384,419.9396,486.314,148.7327,288.7564,149.3776,523.3516,259.6439,143.8458,523.3516,277.166763636364,246.4438,143.8458
SEC24D,1164.3404,2400.7824,5347.628,3925.9819,2227.1843,2260.1626,1907.155,2051.3485,1653.8462,1916.9139,1291.6461,5347.628,2376.99902727273,2051.3485,1164.3404
SV2B,77.4426,14.5804,297.6939,34.7432,43.5577,27.7379,49.8296,28.527,16.4835,22.2552,7.4147,297.6939,56.3877909090909,28.527,7.4147
HS3ST2,23.8631,12.4467,22.1259,0,12.9237,21.5208,77.5128,21.2656,95.1236,32.6409,195.7489,195.7489,46.8338181818182,22.1259,0
TOB1,1689.3291,1541.2518,1306.2123,3285.4985,1851.9183,1701.5782,2686.5417,1828.3195,1265.4533,1485.1632,1190.3114,3285.4985,1802.87066363636,1689.3291,1190.3114
EBI3,44.1243,85.7041,47.4701,9.0634,5.7439,19.1296,108.6031,19.1909,3.7775,0,33.1191,108.6031,34.1750909090909,19.1909,0
LPCAT3,1066.6367,1386.9132,834.7497,281.7221,302.0317,497.3697,1080.0681,2623.9627,1354.739,954.0059,2624.8146,2624.8146,1182.45576363636,1066.6367,281.7221
RBM6,1064.7051,577.8805,935.4266,2160.8761,972.0154,1044.8589,1982.7896,824.6577,1187.3867,1696.8101,1343.9545,2160.8761,1253.76010909091,1064.7051,577.8805
NUTF2,1787.4831,2029.5164,1297.3821,1022.6586,976.936,1891.4395,1252.9813,2451.2448,585.1648,1164.6884,2265.9417,2451.2448,1520.49424545455,1297.3821,585.1648
ZNF443,112.1117,102.0626,98.9631,111.0272,138.8101,76.0402,118.3986,121.3693,513.3929,333.8279,224.9135,513.3929,177.3561,118.3986,76.0402
CD96,202.1612,117.7098,187.4667,233.3837,127.3224,127.6901,671.6354,152.4896,316.9643,492.5816,264.953,671.6354,263.123436363636,202.1612,117.7098
STAG1,727.0599,766.0206,1111.3154,1759.5619,2163.5087,825.495,1076.201,856.945,2186.1985,1862.2997,518.4528,2186.1985,1259.36895454545,1076.201,518.4528
EFS,114.3629,131.2233,477.1148,225.0755,148.8619,270.2056,114.9915,54.9793,6.5247,22.2552,18.2897,477.1148,143.989490909091,114.9915,6.5247
PRSS16,524.0882,735.7752,2.0114,194.1088,31.5913,139.6461,209.1141,498.9627,43.6126,673.5905,442.4123,735.7752,317.719381818182,209.1141,2.0114
LILRB2,185.502,304.4097,980.3784,665.4079,181.4105,517.4558,679.3015,132.7801,89.9725,307.1217,333.6629,980.3784,397.945727272727,307.1217,89.9725
CCNO,155.7857,233.2859,50.6884,4.5317,54.5667,156.3845,147.7853,192.4274,28.5027,23.7389,345.5264,345.5264,126.656690909091,147.7853,4.5317
PGRMC2,1438.091,1314.367,1179.1091,2120.8459,977.4146,1000.9565,1005.9625,1250.5187,1331.044,2833.8279,1562.0366,2833.8279,1455.83398181818,1314.367,977.4146
TAB1,649.2346,585.2632,597.9423,136.1782,425.9077,794.5624,722.73,794.6421,166.5522,99.6736,563.9199,794.6421,503.327836363636,585.2632,99.6736
CIB2,56.281,298.0085,55.5159,56.6465,212.5231,389.2874,73.6797,391.0788,3.7775,5.9347,9.392,391.0788,141.102281818182,56.6465,3.7775
NOP56,3613.2373,2934.5661,1303.4164,345.1662,1534.5697,2042.0851,3783.6457,5015.0415,4040.522,1132.0475,6054.3747,6054.3747,2890.78838181818,2934.5661,345.1662
IFI44,124.2683,1141.1807,249.0169,576.284,353.7265,228.1205,990.6303,681.5353,905.9066,673.5905,587.2467,1141.1807,591.955118181818,587.2467,124.2683
RABAC1,1155.3354,1098.5064,3804.045,88.3686,1485.2682,3482.5442,1689.9489,1554.4606,123.6264,50.4451,964.9036,3804.045,1408.85930909091,1155.3354,50.4451
DRAP1,959.0275,1361.6643,897.5068,153.3233,867.3239,1526.5423,1243.6116,1450.2075,463.9423,181.0089,1628.7692,1628.7692,975.720690909091,959.0275,153.3233
NPRL2,304.3314,313.8229,224.4008,106.4955,451.7886,571.7791,344.8509,428.5529,308.3688,84.5697,486.1789,571.7791,329.558136363636,313.8229,84.5697
IGF2BP3,252.5889,230.0853,29.3671,56.6465,18.6676,5.7389,304.9404,33.7137,1797.7335,2694.362,960.9491,2694.362,580.435727272727,230.0853,5.7389
CHL1,207.5642,21.6927,69.596,1807.281,530.3504,202.7738,133.3049,66.39,26.0989,270.0297,4.9432,1807.281,303.638618181818,133.3049,4.9432
TOB2,2255.2904,1292.3186,1613.5813,1638.2175,1607.804,1949.7848,1660.9881,1551.3485,868.4753,1608.3086,1763.7173,2255.2904,1619.07585454545,1613.5813,868.4753
CPLX1,28.3656,135.1351,230.9139,45.3172,106.2615,173.1229,129.8978,337.1369,14.0797,68.2493,236.2827,337.1369,136.7966,129.8978,14.0797
SRCAP,3945.52,3052.6316,4210.3569,2361.7825,2025.6703,3760.88,4255.5366,4644.7095,1140.1099,2259.6439,2889.7677,4644.7095,3140.60080909091,3052.6316,1140.1099
LILRB1,232.3278,139.0469,521.3666,114.8036,142.6394,272.5968,652.8961,89.2116,148.3516,185.4599,311.4187,652.8961,255.465363636364,185.4599,89.2116
MTMR11,321.4768,227.2404,185.053,442.5982,275.2269,334.2898,865.4174,671.1618,1245.1923,1442.1365,1943.648,1943.648,723.0401,442.5982,185.053
FASTK,859.0725,1106.33,1061.6407,218.2779,582.5238,1270.6839,1409.2845,1045.1245,356.1126,109.7923,1534.8492,1534.8492,868.517445454545,1045.1245,109.7923
LILRB5,99.955,97.7952,361.6578,43.8066,34.4632,73.649,335.1789,85.5809,13.7363,91.9881,99.3574,361.6578,121.560763636364,91.9881,13.7363
SLC27A5,118.5142,169.5448,53.5769,46.3595,112.7617,192.8407,167.9131,399.8029,91.8475,45.7567,260.954,399.8029,150.897454545455,118.5142,45.7567
CCDC85B,361.9991,188.1223,348.7846,27.9456,240.7637,375.8967,281.9421,284.751,10.989,11.8694,514.5823,514.5823,240.695072727273,281.9421,10.989
CNTRL,508.7798,214.0825,635.6167,888.2175,819.937,419.8948,1165.6729,354.7718,762.0192,1121.6617,325.7538,1165.6729,656.037063636364,635.6167,214.0825
DUSP14,316.5241,507.468,303.7282,157.855,255.6021,274.5098,201.8739,268.1535,355.7692,195.8457,277.8052,507.468,283.194063636364,274.5098,157.855
PTPRT,7.204,1.4225,4.8275,11.3293,0.4787,1.4347,10.6474,4.668,0,5.9347,0,11.3293,4.3588,4.668,0
PWP1,1001.801,967.6387,817.049,334.5921,793.6109,776.1836,1044.7189,1258.8174,1312.8434,630.5638,1244.1918,1312.8434,925.637327272727,967.6387,334.5921
BVES,122.0171,30.5832,282.4069,311.9335,95.2525,68.3883,49.4037,68.4647,8.2418,47.4777,9.8863,311.9335,99.4596090909091,68.3883,8.2418
BAZ1A,936.9653,855.9744,1489.274,1848.9426,1656.6269,944.5242,1661.8399,635.3734,3284.6841,3454.0059,1553.6332,3454.0059,1665.62217272727,1553.6332,635.3734
PKP3,2484.9167,2227.9516,224.075,56.6465,1919.4088,2527.4988,1994.0375,2948.6515,1062.1566,253.7092,4388.5319,4388.5319,1826.14400909091,1994.0375,56.6465
SEC23IP,1395.3174,1342.4609,1508.5838,1667.6737,1515.4235,1176.4706,1079.6422,1444.5021,1245.8791,2373.8872,1163.1241,2373.8872,1446.63314545455,1395.3174,1079.6422
HPS5,469.158,494.3101,673.0295,654.8338,696.4438,356.7671,649.063,316.9087,1531.5934,1210.6825,621.8487,1531.5934,697.694418181818,649.063,316.9087
NXPH2,0.9005,0,3.6206,53.6254,13.4024,13.3907,0.4259,2.0747,0,1.4837,0,53.6254,8.08399090909091,1.4837,0
CTRC,0,0,0,0,0,0,5.1107,0,0,0,0,5.1107,0.464609090909091,0,0
ACOT7,850.5178,1383.357,982.7921,164.6526,675.8616,1280.2487,2064.7359,2125.5187,1000,384.273,2190.3114,2190.3114,1191.11534545455,1000,164.6526
PDAP1,2474.1108,2146.5149,1782.5427,890.4834,1200.9468,2758.4888,1468.0579,2638.4855,505.4945,1126.1128,2558.5764,2758.4888,1777.25586363636,1782.5427,505.4945
EXOSC8,429.4372,282.9516,227.7559,52.1148,418.3689,396.8436,396.9506,524.6473,596.4492,239.7033,605.5709,605.5709,379.163027272727,396.9506,52.1148
HSPA4L,420.9815,576.1024,134.3645,93.6556,278.5775,102.8216,390.5451,289.4191,1043.6126,691.3947,281.2654,1043.6126,391.158181818182,289.4191,93.6556
RPH3A,1.801,0.7112,73.2166,3.0211,0,0.4782,3.833,0,0,2.9674,0.9886,73.2166,7.91064545454546,0.9886,0
MAPRE3,122.4674,174.9644,136.7783,106.4955,98.603,174.5576,98.3816,161.8257,35.3709,51.9288,177.4592,177.4592,121.712036363636,122.4674,35.3709
SEPHS2,1833.4084,2274.5377,1121.9841,700.1511,1362.7324,1678.6227,2255.5366,1579.3568,1186.8132,1314.5401,2856.1542,2856.1542,1651.25793636364,1579.3568,700.1511
RAB18,1473.6605,1692.7454,1685.591,3944.864,1844.2598,1200.8608,1132.879,1118.2573,1925.1374,4419.8813,1270.8848,4419.8813,1973.54739090909,1685.591,1118.2573
CCT5,7209.8154,6729.0185,3215.4962,1290.7855,4007.7829,4090.3874,4520.8688,6031.639,8520.6044,2327.8932,6390.0148,8520.6044,4939.48237272727,4520.8688,1290.7855
TCF25,2211.6164,1764.936,1954.3201,549.8489,1541.2709,2824.9641,2379.8978,3623.444,1269.9176,422.8487,3383.5887,3623.444,1993.33210909091,1954.3201,422.8487
SORCS3,1.801,0,0.4023,4.5317,0.9573,0,0,0.5187,0,1.4837,0,4.5317,0.881336363636364,0.4023,0
GPATCH8,1716.344,936.3442,1432.1489,2149.5468,1080.8042,1062.6495,1729.1312,1017.6349,1046.3599,2065.2819,968.3638,2149.5468,1382.23720909091,1080.8042,936.3442
LRCH1,836.5601,655.761,915.2075,1916.9184,1091.3347,717.3601,1763.6286,768.1535,743.1319,1412.4629,476.0257,1916.9184,1026.95858181818,836.5601,476.0257
EFR3A,1737.0554,1903.6273,2088.6846,4296.8278,2435.8781,1397.8957,1644.8041,1703.3195,4687.1566,6534.1246,1545.7242,6534.1246,2725.0089,1903.6273,1397.8957
RFTN1,1059.4327,867.7098,1899.2065,2052.1148,1157.3891,1483.0225,1348.8075,460.0622,276.4423,547.4777,322.2936,2052.1148,1043.08715454545,1059.4327,276.4423
RCOR1,1176.9473,861.6643,918.8281,2354.9849,1227.2728,970.8274,1088.586,976.1411,1664.1484,3455.4896,1144.8344,3455.4896,1439.97493636364,1144.8344,861.6643
RRP12,1143.1787,1178.5206,716.0745,104.9849,896.5218,1273.5533,988.075,1754.668,843.4066,123.1454,1738.0129,1754.668,978.1947,988.075,104.9849
COBL,715.4435,251.7781,649.6968,358.7613,536.5729,587.7571,1151.1925,948.1328,323.1456,428.7834,361.3445,1151.1925,573.8735,536.5729,251.7781
RPRD2,1604.6826,883.7127,1406.4024,2116.3142,876.897,988.044,1290.8859,1197.0954,781.9368,2342.73,793.8705,2342.73,1298.41559090909,1197.0954,781.9368
DENND5A,1000.9005,540.5405,2607.2352,2555.8912,1648.4897,1430.4161,1046.4225,315.8714,923.4203,961.4243,509.6391,2607.2352,1230.93189090909,1000.9005,315.8714
DMXL2,482.2152,466.5718,948.1952,4736.4048,2686.215,626.4945,1106.0477,332.4689,3370.8791,3900.5935,550.173,4736.4048,1746.02351818182,948.1952,332.4689
KIAA0930,2082.3953,2735.4196,2084.6617,819.4864,1998.3869,2519.847,2393.5264,2304.4606,1011.6758,611.276,1542.7583,2735.4196,1827.62672727273,2082.3953,611.276
VPS39,1418.7303,900.0711,1650.1896,1089.8792,1240.6752,1548.0631,1814.3101,1147.3029,380.4945,480.7122,551.656,1814.3101,1111.09856363636,1147.3029,380.4945
UBR4,3616.389,2918.9189,4983.9587,6943.3535,8348.2315,4927.7857,6712.0954,4918.5685,6413.8049,5074.184,2695.0074,8348.2315,5232.02704545455,4983.9587,2695.0074
PUM2,3631.2472,2166.074,3088.7751,7949.3958,4125.5322,2195.6002,2891.8228,2540.4564,4180.6319,9434.7181,2144.8344,9434.7181,4031.73528181818,3088.7751,2144.8344
ADNP,1895.0923,1661.8065,1838.4608,3644.2598,1835.644,1427.5466,2023.4242,1612.0332,2189.217,4268.546,1236.7771,4268.546,2148.43704545455,1838.4608,1236.7771
CTDNEP1,2181.4498,2185.2774,1659.0399,859.5166,452.8082,1981.8269,1545.5707,2328.3195,535.0275,732.9377,2130.0049,2328.3195,1508.34355454545,1659.0399,452.8082
ANGPTL2,2419.6308,1758.1792,7136.205,3490.1813,2049.1244,3218.5557,1691.6525,2517.6349,235.9203,893.1751,396.9352,7136.205,2346.10858181818,2049.1244,235.9203
LEPROTL1,1080.1441,1285.5619,938.9426,2136.7069,943.4301,836.9201,1282.7939,1579.3568,1446.772,3606.8249,1133.9595,3606.8249,1479.21934545455,1282.7939,836.9201
TNFRSF13B,31.5173,1.4225,0.4023,3.0211,0.4787,2.8694,90.7155,8.2988,0,5.9347,2.4716,90.7155,13.3756272727273,2.8694,0
DNPEP,1164.7906,2131.2233,1237.8433,271.148,1746.6141,2367.2884,1850.5111,3607.3651,1786.0577,436.2018,3218.4874,3607.3651,1801.59370909091,1786.0577,271.148
CBLC,771.7244,552.6316,82.067,13.5952,466.2105,892.8742,1240.6303,1234.4398,412.7747,94.9555,1323.7766,1323.7766,644.152709090909,552.6316,13.5952
LY96,104.0072,49.431,187.4667,246.9789,109.6121,103.7781,167.3765,66.9087,142.8571,185.4599,99.3574,246.9789,133.021236363636,109.6121,49.431
MTCH1,3184.1513,3987.5533,3541.3503,1115.5589,2640.7427,4104.2563,2396.0818,2570.5394,2604.0522,997.0326,3873.9496,4104.2563,2819.56985454545,2640.7427,997.0326
PRPF40B,166.5016,92.2226,115.6259,23.4819,264.462,350.7174,172.9259,212.5622,118.5646,31.0089,206.0356,350.7174,159.464418181818,166.5016,23.4819
ZNF324,165.2409,194.1679,152.0653,84.5921,176.6239,188.9048,260.6474,199.1701,114.6978,63.7982,149.7776,260.6474,159.062363636364,165.2409,63.7982
SAMM50,1367.8523,1000,759.924,243.9577,876.4183,1167.8623,854.77,1369.8133,810.0962,350.1484,1484.9234,1484.9234,935.069627272727,876.4183,243.9577
BRMS1,1051.3282,1179.9431,557.5726,97.432,850.5709,1502.6303,850.0852,1450.7261,447.4588,81.6024,864.0633,1502.6303,812.128445454545,850.5709,81.6024
RPL36,11199.4597,4519.9147,4488.3386,1095.9215,7004.6454,9857.0062,5064.3101,14642.6349,7218.75,2461.4243,14666.8314,14666.8314,7474.47607272727,7004.6454,1095.9215
AHCTF1,1374.1558,960.8819,1527.0891,2046.8278,1425.4362,777.1401,948.8927,877.5934,2655.5632,3587.5371,1012.3579,3587.5371,1563.0432,1374.1558,777.1401
SYF2,1507.4291,1033.4282,665.386,768.1269,1031.9814,1429.4596,1334.753,1582.4689,771.978,1063.7982,1172.0217,1582.4689,1123.71190909091,1063.7982,665.386
REXO2,863.575,1722.973,1085.7781,683.5347,1643.7032,1890.9613,570.6985,767.1162,1157.967,545.9941,1537.3208,1890.9613,1133.60199090909,1085.7781,545.9941
IBTK,1744.7096,1535.2063,2409.309,5064.1994,4185.8428,1992.8264,1531.5162,1900.4149,4992.4451,7056.3798,1730.5981,7056.3798,3103.94978181818,1992.8264,1531.5162
ZZZ3,815.8487,551.5647,720.4996,1550.6042,1541.2709,599.2348,757.2402,654.0456,2365.728,2741.8398,667.3258,2741.8398,1178.65475454545,757.2402,551.5647
PPP1R16B,470.0585,213.7269,820.6696,187.3112,275.2269,191.296,1719.3356,270.2282,234.8901,259.6439,174.4933,1719.3356,437.8982,259.6439,174.4933
CLEC4E,74.7411,105.9744,496.0224,258.3082,108.6548,145.8632,264.4804,34.751,117.1016,246.2908,173.999,496.0224,184.198809090909,145.8632,34.751
NUPR1,2198.5592,3635.1351,477.1148,276.435,1707.3644,4400.7652,801.1073,411.8257,524.0385,704.7478,3498.2699,4400.7652,1694.1239,801.1073,276.435
PCOLCE2,69.7884,0.3556,8.8504,11.3293,16.7529,16.7384,5.5366,4.1494,117.7885,78.635,136.431,136.431,42.3959545454545,16.7384,0.3556
DNAJC2,982.2242,763.0583,558.4536,771.5332,528.9479,681.4921,822.0784,885.6224,621.9574,1245.0445,1014.434,1245.0445,806.804181818182,771.5332,528.9479
TSPAN13,1736.6051,3545.1636,7370.3372,3029.4562,4039.8529,3605.9302,2272.5724,2479.2531,1388.7363,3339.7626,1490.3609,7370.3372,3118.00277272727,3029.4562,1388.7363
LYPD3,15.7587,25.6046,55.9182,32.4773,52.1735,153.9933,104.3441,77.8008,9.9588,17.8042,14.8295,153.9933,50.9693636363636,32.4773,9.9588
RPUSD2,365.1508,353.4851,183.0415,39.2749,216.831,188.9048,244.0375,380.7054,246.5659,47.4777,232.8225,380.7054,227.117918181818,232.8225,39.2749
MORC1,0,0,0.4023,0,0,0,0,0,0,1.4837,0,1.4837,0.171454545454545,0,0
CPAMD8,33.7686,11.3798,124.7096,62.6888,30.1553,40.1722,35.7751,20.2282,0.6868,47.4777,7.909,124.7096,37.7228272727273,33.7686,0.6868
CHMP2A,1698.7843,1637.2688,1199.6259,264.3505,1330.1838,2750.8369,1786.6269,1826.7635,433.7225,293.7685,1565.9911,2750.8369,1344.35660909091,1565.9911,264.3505
MMADHC,1952.2738,1838.9047,1649.7873,1308.1571,2295.632,2053.5629,1732.1124,2318.4647,3019.2308,1746.2908,1910.5289,3019.2308,1984.08594545455,1910.5289,1308.1571
TEKT2,10.3557,0.7112,0,0,0,0.9565,0,0.5187,0,0,0.9886,10.3557,1.23006363636364,0,0
SMPDL3B,844.6646,978.6629,15.287,64.1994,568.6428,1021.5208,321.9761,250,496.9093,130.5638,978.7444,1021.5208,515.561009090909,496.9093,15.287
RBMS3,18.0099,4.623,46.6655,297.5831,80.8928,11.956,9.3697,8.2988,17.8571,84.5697,2.4716,297.5831,52.9361090909091,17.8571,2.4716
CDH20,0,0,1.6092,0,18.6676,7.6518,0.8518,0,0,1.4837,0,18.6676,2.75128181818182,0,0
DLL1,176.9473,294.0967,303.7282,83.0816,474.8263,493.5438,255.5366,71.0581,14.0797,14.8368,39.0509,493.5438,201.889636363636,176.9473,14.0797
SNX24,124.2683,205.9033,117.0661,512.0846,228.3187,171.6882,117.121,48.2365,53.228,188.4273,72.17,512.0846,167.137454545455,124.2683,48.2365
CCDC113,287.7082,282.3613,154.479,211.4804,128.2797,119.0818,117.121,154.0456,235.9203,504.451,213.0499,504.451,218.907109090909,211.4804,117.121
METTL5,668.3521,627.0804,309.0988,342.4924,439.7265,373.979,404.523,687.028,413.7225,862.2997,661.8833,862.2997,526.380518181818,439.7265,309.0988
TIMM21,599.2796,317.2119,323.0381,160.8761,228.7974,298.9,465.5026,434.1286,344.4368,390.2077,608.5022,608.5022,379.171,344.4368,160.8761
LGALS13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABT1,884.7366,752.845,473.0919,425.2266,605.4993,718.3166,733.816,841.2863,589.6291,556.3798,1119.6243,1119.6243,700.041045454545,718.3166,425.2266
SAC3D1,251.2382,343.8834,187.0644,37.7644,166.0935,366.8101,223.5945,295.6432,31.9368,8.9021,259.5156,366.8101,197.495109090909,223.5945,8.9021
